Parttype (category),Parttype URL (category),Make,Make URL,Model,Model URL,Year,Engine cc,Type,PartNumber
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　スターレット  EP82(ターボ、ABS無)  89.12～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER247B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　スターレット  EP82(ターボ、ABS無)  89.12～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,CURVING SLIT,ER247CS
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　スターレット  EP82(ターボ、ABS無)  89.12～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,E－SLIT,ER247ES
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　スターレット  EP91(ターボ)  96.1～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER247B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　スターレット  EP91(ターボ)  96.1～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,CURVING SLIT,ER247CS
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　スターレット  EP91(ターボ)  96.1～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,E－SLIT,ER247ES
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　セリカ  ST205(GT－FOUR)  94.2～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER234B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　セリカ  ZZT231  99.9～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER250B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  JZZ30.31(16インチホイール車) ／UZZ32  91.5～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER220B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  JZZ30.31(16インチホイール車) ／UZZ32  91.5～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,CURVING SLIT,ER220CSN
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  JZZ30.31(16インチホイール車) ／UZZ32  91.5～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,E－SLIT,ER220ES
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  JZZ30.31(16インチホイール車) ／UZZ32  91.5～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,Racing E－SLIT,ER220REA
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  UZZ40  01.4～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER220B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  UZZ40  01.4～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,CURVING SLIT,ER220CSN
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  UZZ40  01.4～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,E－SLIT,ER220ES
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　ソアラ  UZZ40  01.4～,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,Racing E－SLIT,ER220REA
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　86 ZN6(オプション ブレンボ / GT リミテッド ブラックパッケージ(ブレンボ)),https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC SLIT,ER716BS3
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,+　86 ZN6(オプション ブレンボ / GT リミテッド ブラックパッケージ(ブレンボ)),https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER716B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,"+　86  ZN6(GT,GTリミテッド)  12.4～",https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC SLIT,ER703BS3
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,"+　86  ZN6(GT,GTリミテッド)  12.4～",https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,BASIC,ER703B
ブレーキローター,https://www.endless-sport.co.jp/products/brake_rotor/index.html,トヨタ / TOYOTA,https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,"+　86  ZN6(GT,GTリミテッド)  12.4～",https://www.endless-sport.co.jp/products/brake_rotor/index_toyota.html,,,E－SLIT,ER703ES
