partnumber,VehicleRawProperties,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,Brand,UvdbFromYearID,UvdbToYearID,Action,,,,,,,,,,,,,,,,
SPC06148,"{""Audi A3 (8V)"":""Cabriolet (2WD & Quattro) 1.8TFSi2.0TFSi,1.6TDi,2.0TDi,Manual & DSG, 2012- (8V7)""}",0,,293,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC09168,"{""Audi A3 (8V)"":""Cabriolet (2WD & Quattro) S3 2.0TFSiManual & DSG. For models with multilink/independent rear suspension, 2012- (8V7)""}",0,,294,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06148,"{""Audi A3 (8V)"":""Sportback (2WD & Quattro) 1.8TFSi2.0TFSi,1.6TDi,2.0TDi,Manual & DSG, 2012- (8VA)""}",0,,295,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC09168,"{""Audi A3 (8V)"":""Sportback (2WD & Quattro) S3 2.0TFSiManual & DSG. For models with multilink/independent rear suspension, 2012- (8VA)""}",0,,296,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06148,"{""Audi A3 (8V)"":""Saloon (2WD & Quattro) 1.8TFSi2.0TFSi,1.6TDi,2.0TDi,Manual & DSG, 2012- (8VS)""}",0,,297,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC09168,"{""Audi A3 (8V)"":""Saloon (2WD & Quattro) S3 2.0TFSiManual & DSG. For models with multilink/independent rear suspension, 2012- (8VS)""}",0,,298,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01020,"{""Audi A4 (8K)"":""Saloon (2WD) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007- (8K2)""}",0,,299,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02020,"{""Audi A4 (8K)"":""Saloon (Quattro) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007- (8K2)""}",0,,300,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02020,"{""Audi A4 (8K)"":""Saloon (Quattro) RS4 4.2FSiManual & DSG, 2007- (8K2)""}",0,,301,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02020,"{""Audi A4 (8K)"":""Saloon (Quattro) S4 4.2FSiManual & DSG, 2007- (8K2)""}",0,,302,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC08020,"{""Audi A4 (8K)"":""Estate (2WD) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007- (8K5)""}",0,,303,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07020,"{""Audi A4 (8K)"":""Estate (Quattro) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007- (8K5)""}",0,,304,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07020,"{""Audi A4 (8K)"":""Estate (Quattro) RS4 4.2FSiManual & DSG, 2007- (8K5)""}",0,,305,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07020,"{""Audi A4 (8K)"":""Estate (Quattro) S4 4.2FSiManual & DSG, 2007- (8K5)""}",0,,306,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05020,"{""Audi A5 (B8)"":""Cabriolet (2WD) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007-2017 (8F7)""}",0,,307,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06020,"{""Audi A5 (B8)"":""Cabriolet (Quattro) 1.8TFSi2.0TFSi,3.0TFSI,3.2FSi. 2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007-2017 (8F7)""}",0,,308,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC10020,"{""Audi A5 (B8)"":""Cabriolet (Quattro) RS5 4.2FSiManual & DSG, 2007-2017 (8F7)""}",0,,309,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC09020,"{""Audi A5 (B8)"":""Cabriolet (Quattro) S5 3.0TFSiS5 4.2FSi,Manual & DSG, 2007-2017 (8F7)""}",0,,310,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03020,"{""Audi A5 (B8)"":""Coupe (2WD) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007-2017 (8T3)""}",0,,311,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04020,"{""Audi A5 (B8)"":""Coupe (Quattro) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007-2017 (8T3)""}",0,,312,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC10020,"{""Audi A5 (B8)"":""Coupe (Quattro) RS5 4.2FSiManual & DSG, 2007-2017 (8T3)""}",0,,313,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC09020,"{""Audi A5 (B8)"":""Coupe (Quattro) S5 3.0TFSiS5 4.2FSi,Manual & DSG, 2007-2017 (8T3)""}",0,,314,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05020,"{""Audi A5 (B8)"":""Sportback (2WD) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007-2017 (8TA)""}",0,,315,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06020,"{""Audi A5 (B8)"":""Sportback (Quattro) 1.8TFSi2.0TFSi,3.0TFSi,3.2FSi,2.0TDi,2.7TDi,3.0TDi,Manual & DSG, 2007-2017 (8TA)""}",0,,316,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC10020,"{""Audi A5 (B8)"":""Sportback (Quattro) RS5 4.2FSiManual & DSG, 2007-2017 (8TA)""}",0,,317,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC09020,"{""Audi A5 (B8)"":""Sportback (Quattro) S5 3.0TFSiS5 4.2FSi,Manual & DSG, 2007-2017 (8TA)""}",0,,318,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04018,"{""Audi A6 (4B)"":""Estate (2WD) 1.81.8T,1.9TDi,2.4 V6,2.7 V6,2.7T,2.8,3.0 V6,2.5TDi,3.7, 1997-2004 (4B)""}",0,,319,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01018,"{""Audi A6 (4B)"":""Saloon (2WD) 1.81.8T,1.9TDi,2.4 V6,2.7 V6,2.8,3.0 V6,2.5TDi, 1997-2004 (4B)""}",0,,320,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01107,"{""Audi TT (8N)"":""Coupe (2WD) 1.8T  1998-2006 (8N)""}",0,,321,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03013,"{""Audi TT (8N)"":""Coupe (Quattro) 1.8T3.2 V6, 1998-2006 (8N)""}",0,,322,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01107,"{""Audi TT (8N)"":""Roadster (2WD) 1.8T  1998-2006 (8N)""}",0,,323,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03013,"{""Audi TT (8N)"":""Roadster (Quattro) 1.8T3.2 V6, 1998-2006 (8N)""}",0,,324,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC10036,"{""Audi TT (8J)"":""Coupe (2WD & Quattro) 1.8TFSi2.0TFSi,3.2 V6,Manual & DSG, 2006-2014 (8J)""}",0,,325,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC10036,"{""Audi TT (8J)"":""Roadster (2WD & Quattro) 1.8TFSi2.0TFSi,3.2 V6,Manual & DSG, 2006-2014 (8J)""}",0,,326,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07148,"{""Audi TT (8S/FV)"":""Coupe (2WD & Quattro) 1.8TFSi2.0TFSi,2.0TTS,Manual & DSG. Excluding TTRS, 2014- (FV3)""}",0,,327,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC10168,"{""Audi TT (8S/FV)"":""Roadster (2WD & Quattro) 1.8TFSi2.0TFSi,2.0TTS,Manual & DSG. Excluding TTRS, 2014- (FV3)""}",0,,328,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01027,"{""BMW 1 Series (E81/E82/E87/E88)"":""Hatchback (2WD) 116i118i,120i,125i,128i,130i,116D,118D,120D,123D, 2004-2011 (E81)""}",0,,329,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02027,"{""BMW 1 Series (E81/E82/E87/E88)"":""Coupe (2WD) 116i118i,120i,125i,128i,130i,116D,118D,120D,123D, 2004-2011 (E82)""}",0,,330,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03027,"{""BMW 1 Series (E81/E82/E87/E88)"":""Hatchback (2WD) 116i118i,120i,125i,128i,130i,116D,118D,120D,123D, 2004-2011 (E87)""}",0,,331,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04027,"{""BMW 1 Series (E81/E82/E87/E88)"":""Convertible (2WD) 116i118i,120i,125i,128i,130i,116D,118D,120D,123D, 2004-2011 (E88)""}",0,,332,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01003,"{""BMW 1 Series (F20/F21/F52)"":""Hatchback (2WD) 114i116i,118i,120i,125i,135i,140i,114D,116D,118D,120D,125D, 2011- (F20)""}",0,,333,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02003,"{""BMW 1 Series (F20/F21/F52)"":""Hatchback (2WD) 114i116i,118i,120i,125i,135i,140i,114D,116D,118D,120D,125D, 2011- (F21)""}",0,,334,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03003,"{""BMW 2 Series (F22/F23/F45/F46)"":""Coupe (2WD) 218i220i,230i,235i,240i,218D,220D,225D,Excluding M2, 2013- (F22)""}",0,,335,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04003,"{""BMW 2 Series (F22/F23/F45/F46)"":""Cabriolet (2WD) 218i220i,230i,235i,240i,218D,220D,225D,Excluding M2, 2013- (F23)""}",0,,336,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01004,"{""BMW 3 Series (E36)"":""Cabriolet (2WD) 316i318i,318is,Excluding M3, 1993-1998 (E36)""}",0,,337,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02004,"{""BMW 3 Series (E36)"":""Cabriolet (2WD) 320i323i,325i,328i,Excluding M3, 1993-1998 (E36)""}",0,,338,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03004,"{""BMW 3 Series (E36)"":""Coupe (2WD) 316i318i,318TDS,Excluding M3, 1992-1998 (E36)""}",0,,339,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04004,"{""BMW 3 Series (E36)"":""Coupe (2WD) 320i323i,325i,328i,325TD,325TDS,Excluding M3, 1992-1995 (E36)""}",0,,340,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03004,"{""BMW 3 Series (E36)"":""Saloon (2WD) 316i318i,318TDS,Excluding M3, 1992-1998 (E36)""}",0,,341,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04004,"{""BMW 3 Series (E36)"":""Saloon (2WD) 320i323i,325i,328i,325TD,325TDS,Excluding M3, 1992-1995 (E36)""}",0,,342,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06004,"{""BMW 3 Series (E36)"":""Touring (2WD) 318i318TDS, 1995-2000 (E36)""}",0,,343,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07004,"{""BMW 3 Series (E36)"":""Touring (2WD) 320i323i,325i,328i,325TD,325TDS, 1995-2000 (E36)""}",0,,344,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01015,"{""BMW 3 Series (E46)"":""Cabriolet (2WD) 316Ci318Ci,Excluding M3, 1999-2005 (E46)""}",0,,345,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02015,"{""BMW 3 Series (E46)"":""Cabriolet (2WD) 320Ci323Ci,325Ci,328Ci,330Ci,Excluding M3, 1999-2005 (E46)""}",0,,346,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03015,"{""BMW 3 Series (E46)"":""Compact (2WD) 316ti318ti, 2001-2005 (E46)""}",0,,347,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04015,"{""BMW 3 Series (E46)"":""Compact (2WD) 323ti325ti,318TD,320TD, 2001-2005 (E46)""}",0,,348,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06015,"{""BMW 3 Series (E46)"":""Coupe (2WD) 316i318i,320i,323i,325i,330i,Excluding M3, 1998-2005 (E46)""}",0,,349,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07015,"{""BMW 3 Series (E46)"":""Coupe (2WD) 318d320d,330d,Excluding M3, 1998-2005 (E46)""}",0,,350,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05015,"{""BMW 3 Series (E46)"":""Saloon (2WD) 316i318i,320i,323i,325i,330i,Excluding M3, 1998-2005 (E46)""}",0,,351,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07015,"{""BMW 3 Series (E46)"":""Saloon (2WD) 318d320d,330d,Excluding M3, 1998-2005 (E46)""}",0,,352,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC08015,"{""BMW 3 Series (E46)"":""Touring (2WD) 316i318i,320i,323i,325i,330i,318d,320d,330d, 2000-2005 (E46)""}",0,,353,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05027,"{""BMW 3 Series (E90/E91/E92/E93)"":""Saloon (2WD) 316i318i,320i,323i,325i,328i,330i,335i,316D,318D,320D,325D,330D,Excluding M3, 2005-2013 (E90)""}",0,,354,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06027,"{""BMW 3 Series (E90/E91/E92/E93)"":""Touring (2WD) 316i318i,320i,323i,325i,328i,330i,335i,316D,318D,320D,325D,330D,Excluding M3, 2005-2012 (E91)""}",0,,355,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07027,"{""BMW 3 Series (E90/E91/E92/E93)"":""Coupe (2WD) 316i318i,320i,323i,325i,328i,330i,335i,316D,318D,320D,325D,330D,Excluding M3, 2006-2013 (E92)""}",0,,356,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC08027,"{""BMW 3 Series (E90/E91/E92/E93)"":""Cabriolet (2WD) 316i318i,320i,323i,325i,328i,330i,335i,316D,318D,320D,325D,330D,Excluding M3, 2007-2013 (E93)""}",0,,357,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05003,"{""BMW 3 Series (F30/F31/F34/F80)"":""Saloon (2WD) 316i318i,320i,328i,330i,335i,340i,316D,318D,325D,330D,Excluding M3, 2012- (F30)""}",0,,358,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06003,"{""BMW 3 Series (F30/F31/F34/F80)"":""Touring (2WD) 316i318i,320i,328i,330i,335i,340i,316D,318D,325D,330D,Excluding M3, 2012- (F31)""}",0,,359,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07003,"{""BMW 4 Series (F32-36)"":""Coupe (2WD) 418i420i,428i,430i,435i,440i,418D,420D,425D,430D,435D,Excluding M4, 2014- (F32)""}",0,,360,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01028,"{""BMW 5 Series (E60/E61)"":""Saloon (2WD) 520i523i,525i,528i,530i,520D,525D,530D,535D,Excluding M5 & models with EDC, 2003-2010 (E60)""}",0,,361,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01078,"{""BMW 5 Series (F07/F10/F11)"":""Saloon (2WD) 518i520i,523i,525i,528i,530i,535i,Excluding EDC/xDrive/M5 models, 2010-2017 (F10)""}",0,,362,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01078,"{""BMW 5 Series (F07/F10/F11)"":""Saloon (2WD) 520D525D,530D,535D,Excluding EDC/xDrive/M5 models, 2010-2017 (F10)""}",0,,363,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC10015,"{""BMW Z4"":""Roadster 2.02.5i,3.0i,3.0Si,Excluding Z4M, 2003-2008 (E85)""}",0,,364,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC09015,"{""BMW Z4"":""Coupe 2.5i3.0i,Excluding Z4M, 2006- (E86)""}",0,,365,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01032,"{""Fiat 500"":""Cabriolet 1.01.2 8v,1.3,1.4 16v,1.4T Abarth, 2007-2019 (312)""}",0,,366,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01032,"{""Fiat 500"":""Hatchback 1.01.2 8v,1.3,1.4 16v,1.4T Abarth, 2007-2019 (312)""}",0,,367,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02029,"{""Fiat Grande Punto"":""Hatchback 1.0 Turbo1.2,1.3 16v,1.4 8v/16v,1.4 Turbo,1.6 16v,1.9,1.3D,1.6D,1.9D, 2005-2012 (199)""}",0,,368,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03032,"{""Fiat Panda"":""Hatchback (2WD) 0.91.2,1.3D,1.4, 2012- (3)""}",0,,369,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02032,"{""Fiat Panda"":""Hatchback (2WD) 1.11.2,1.3D,1.4, 2003-2012 (169)""}",0,,370,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02029,"{""Fiat Punto Evo"":""Hatchback 1.0 Turbo1.2,1.3 16v,1.4 8v/16v,1.4 Turbo,1.6 16v,1.9,1.3D,1.6D,1.9D, 2005-2012 (199)""}",0,,371,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01108,"{""Ford Fiesta Mk 6"":""Hatchback 1.251.3,1.4,1.6,1.4TDCi,1.6TDCi, 2001-2008 (JH/JD)""}",0,,372,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02108,"{""Ford Fiesta Mk 6"":""Hatchback ST150 2.0 2004-2008 (JH/JD)""}",0,,373,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01134,"{""Ford Fiesta Mk 7"":""Hatchback 1.0 Turbo EcoBoost1.2,1.4,1.4TD,1.5,1.6 Turbo EcoBoost,1.6T ST,1.6TD , 2008-2017 (JA8)""}",0,,374,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03134,"{""Ford Fiesta Mk 8"":""Hatchback 1.11.0 Turbo EcoBoost,1.5 Turbo EcoBoost,1.5TDCi , 2017- (JHH)""}",0,,375,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04134,"{""Ford Fiesta Mk 8"":""Hatchback 1.5T ST 2017- (JHH)""}",0,,376,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01031,"{""Ford Focus Mk 1"":""Hatchback 1.41.6,1.8,2.0,2.0 ST,1.8TDDi,1.8TDCi,Excluding RS, 1998-2004 (DAW/DBW)""}",0,,377,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01031,"{""Ford Focus Mk 1"":""Saloon 1.41.6,1.8,2.0,2.0 ST,1.8TDDi,1.8TDCi,Excluding RS, 1998-2004 (DFW)""}",0,,378,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01030,"{""Ford Focus Mk 2"":""Hatchback 1.41.6,1.8,2.0,1.6TDCi,1.8TDCi,2.0TDCi,Excluding RS, 2004-2010 (DA3)""}",0,,379,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02030,"{""Ford Focus Mk 2"":""Hatchback ST 2.5TExcluding RS, 2004-2010 (DA3)""}",0,,380,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01030,"{""Ford Focus Mk 2"":""Saloon 1.41.6,1.8,2.0,1.6TDCi,1.8TDCi,2.0TDCi,Excluding RS, 2004-2010 (DA3)""}",0,,381,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01033,"{""Ford Focus Mk 3"":""Hatchback 1.0 Eco1.6,1.5 Eco,2.0 Eco,2.3 Eco,1.5TDCi,1.6TDCi,2.0TDCi,Excluding ST & RS, 2011- (DYB)""}",0,,382,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01033,"{""Ford Focus Mk 3"":""Saloon 1.0 Eco1.6,1.5 Eco,2.0 Eco,2.3 Eco,1.5TDCi,1.6TDCi,2.0TDCi,Excluding ST & RS, 2011- (DYB)""}",0,,383,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04032,"{""Ford Ka Mk 2"":""Hatchback 1.21.3TDCi, 2008-2016 (RU8)""}",0,,384,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05032,"{""Lancia Ypsilon"":""Hatchback 0.91.2,1.3D, 2011-2019 (846)""}",0,,385,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02134,"{""Mazda 2"":""Hatchback 1.31.5, 2007-2014 (DE)""}",0,,386,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03108,"{""Mazda 2"":""Hatchback 1.251.4,1.6,1.4CD, 2003-2007 (DY)""}",0,,387,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04082,"{""Mazda 3"":""Saloon (2WD) 1.41.6,2.0,2.3,Excluding MPS Models, 2003-2009 (BK)""}",0,,388,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05082,"{""Mazda 3"":""Saloon (2WD) 1.6D2.0D,2.2D,Excluding MPS Models, 2003-2009 (BK)""}",0,,389,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02075,"{""Mini New Mini"":""Hatchback Cooper 1.41.6,1.6TD, 2001-2006 (R50)""}",0,,390,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01075,"{""Mini New Mini"":""Hatchback One 1.41.6,1.4D,1.6D, 2001-2006 (R50)""}",0,,391,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03075,"{""Mini New Mini"":""Cabriolet Cooper 1.6Cooper S 1.6,Cooper D, 2004-2008 (R52)""}",0,,392,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04075,"{""Mini New Mini"":""Hatchback Cooper S 1.6 2001-2006 (R53)""}",0,,393,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC07075,"{""Mini New Mini"":""Clubman One 1.41.6,1.6TD,Cooper 1.6,Cooper S 1.6T,Cooper D 1.6TD,Cooper D 2.0TD,Cooper SD 2.0TD, 2007-2014 (R55)""}",0,,394,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05075,"{""Mini New Mini"":""Hatchback One 1.41.6,1.4TD,1.6TD,Cooper 1.6,1.6,Cooper S 1.6,Cooper D 1.6,Cooper SD 2.0, 2007- (R56)""}",0,,395,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC06075,"{""Mini New Mini"":""Cabriolet One 1.6Cooper 1.6,Cooper S 1.6T,Cooper D 1.6D,2.0D,Cooper SD 2.0TD , 2009- (R57)""}",0,,396,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC01022,"{""Peugeot 206"":""Hatchback 1.01.1,1.4,1.6,1.6 16V,1.4HDi,1.9D, 1998- (2A)""}",0,,397,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02022,"{""Peugeot 206"":""Hatchback 1.6XSi2.0,2.0 GTi,2.0 16V RC,2.0HDi, 1998- (2A)""}",0,,398,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03022,"{""Peugeot 206"":""Cabriolet 1.61.6 16V,2.0, 1998- (2D)""}",0,,399,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04022,"{""Peugeot 206"":""Estate 1.11.4,1.6,1.6 16V,1.4HDi, 2002- (2E)""}",0,,400,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC05022,"{""Peugeot 206"":""Estate 2.0 GTi2.0HDi, 2002- (2E)""}",0,,401,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03051,"{""Seat Altea"":""MPV (2WD & 4WD) 1.2TSi1.4,1.4TSi,1.6,1.8TSi,2.0FSi,2.0TSi,Manual & DSG. Including XL models, 2004- (5P)""}",0,,402,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC04051,"{""Seat Altea"":""MPV (2WD & 4WD) 1.6TDi1.9TDi,2.0TDi,Manual & DSG. Including XL models, 2004- (5P)""}",0,,403,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02072,"{""Seat Cordoba (6K/6L)"":""Saloon 1.2 12v1.4 16v,1.6 8v,1.6 16v,2.0 8v,1.4TDi,1.9TDi, 2002-2008 (6L)""}",0,,404,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC03072,"{""Seat Ibiza Mk 3 (6L)"":""Hatchback 1.21.4,1.6,1.8T FR,1.8T Cupra,2.0,1.4TDi,1.9SDi,1.9TDi,1.9TDi Sport/FR,1.9TDi Cupra, 2002-2008 (6L)""}",0,,405,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
SPC02093,"{""Seat Ibiza Mk 4 (6J)"":""Hatchback 1.21.2TSi,1.4,1.4TSi,1.4TSi Cupra,1.6 16v,1.8TSi Cupra,Including Bocanegra, 2008-2017 (6J)""}",0,,406,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
