partnumber,VehicleRawProperties,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,Brand,UvdbFromYearID,UvdbToYearID,Action,,,,,,,,,,,,,,,,
DL150320,"{""Audi A3 (8P)"":""2005- (8P)""}",0,,653,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL5,"{""Audi TT (8N)"":""Quattro/4WD Models 1998-2005 (8N)""}",0,,654,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Audi TT (8N)"":""Quattro/4WD Models 1998-2005 (8N)""}",0,,655,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""Audi TT (8J)"":""2005- (8J)""}",0,,656,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""Audi TT (8J)"":""2005- (8J)""}",0,,657,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Audi TT (8J)"":""2005- (8J)""}",0,,658,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL6,"{""BMW 1 Series (E81/E82/E87/E88)"":""2004- (E87)""}",0,,659,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""BMW 1 Series (E81/E82/E87/E88)"":""2004- (E87)""}",0,,660,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""BMW 3 Series (E46)"":""1998-2005 (E46)""}",0,,661,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""BMW 3 Series (E46)"":""1998-2005 (E46)""}",0,,662,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL6,"{""BMW 3 Series (E90/E91/E92/E93)"":""2005-2011 (E90)""}",0,,663,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""BMW 3 Series (E90/E91/E92/E93)"":""2005-2011 (E90)""}",0,,664,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL4,"{""Fiat Grande Punto"":""2005-""}",0,,665,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Fiat Grande Punto"":""2005-""}",0,,666,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""Seat Altea"":""(5P)""}",0,,667,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""Seat Altea"":""(5P)""}",0,,668,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Seat Altea"":""(5P)""}",0,,669,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""Seat Cordoba (6K/6L)"":""2002-2008 (6L)""}",0,,670,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Seat Cordoba (6K/6L)"":""2002-2008 (6L)""}",0,,671,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""Seat Ibiza Mk 3 (6L)"":""2002-2008 (6L)""}",0,,672,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Seat Ibiza Mk 3 (6L)"":""2002-2008 (6L)""}",0,,673,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""Seat Ibiza Mk 4 (6J)"":""2008- (6J)""}",0,,674,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Seat Ibiza Mk 4 (6J)"":""2008- (6J)""}",0,,675,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL5,"{""Seat Leon Mk 1 (1M)"":""Cupra R & 4WD Models 1999-2005 (1M)""}",0,,676,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Seat Leon Mk 1 (1M)"":""Cupra R & 4WD Models 1999-2005 (1M)""}",0,,677,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL120165,"{""Seat Leon Mk 1 (1M)"":""2WD Models. Excluding Cupra R 1998-2004 (1M)""}",0,,678,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""Seat Leon Mk 2 (1P)"":""2004- (1P)""}",0,,679,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""Seat Leon Mk 2 (1P)"":""2004- (1P)""}",0,,680,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Seat Leon Mk 2 (1P)"":""2004- (1P)""}",0,,681,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL120165,"{""Seat Toledo Mk 2 (1M)"":""2WD Models. 1998-2004 (1M)""}",0,,682,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""Seat Toledo Mk 3 (5P)"":""2000-2005 (5P)""}",0,,683,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""Seat Toledo Mk 3 (5P)"":""2000-2005 (5P)""}",0,,684,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Seat Toledo Mk 3 (5P)"":""2000-2005 (5P)""}",0,,685,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""Skoda Fabia Mk 1 (6Y)"":""1999-2007 (6Y)""}",0,,686,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Skoda Fabia Mk 1 (6Y)"":""1999-2007 (6Y)""}",0,,687,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""Skoda Fabia Mk 2 (5J)"":""2007-2014 (5J)""}",0,,688,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Skoda Fabia Mk 2 (5J)"":""2007-2014 (5J)""}",0,,689,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL5,"{""Skoda Octavia Mk 1 (1U)"":""VRS & 4WD Models 1999-2003 (1U)""}",0,,690,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Skoda Octavia Mk 1 (1U)"":""VRS & 4WD Models 1999-2003 (1U)""}",0,,691,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL120165,"{""Skoda Octavia Mk 1 (1U)"":""2WD Models. Excluding VRS 1994-2004 (1U)""}",0,,692,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""Skoda Octavia Mk 2 (1Z)"":""2005- (1Z)""}",0,,693,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""Skoda Octavia Mk 2 (1Z)"":""2005- (1Z)""}",0,,694,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Skoda Octavia Mk 2 (1Z)"":""2005- (1Z)""}",0,,695,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""Skoda Superb Mk 2 (3T)"":""2008- (5P)""}",0,,696,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""Skoda Superb Mk 2 (3T)"":""2008- (5P)""}",0,,697,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Skoda Superb Mk 2 (3T)"":""2008- (5P)""}",0,,698,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL4,"{""Vauxhall Corsa Mk 3 (D)"":""2006- (D)""}",0,,699,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""Vauxhall Corsa Mk 3 (D)"":""2006- (D)""}",0,,700,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL4,"{""Vauxhall Corsa Mk 4 (E)"":""2015- (E)""}",0,,701,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL120165,"{""VW Beetle"":""2WD Models. 1997-2010 (A4)""}",0,,702,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL5,"{""VW Bora (1J)"":""4Motion Models 1998-2004 (1J)""}",0,,703,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Bora (1J)"":""4Motion Models 1998-2004 (1J)""}",0,,704,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL120165,"{""VW Bora (1J)"":""2WD Models. 1998-2004 (A4)""}",0,,705,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Eos"":""2006- (1F)""}",0,,706,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Eos"":""2006- (1F)""}",0,,707,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Eos"":""2006- (1F)""}",0,,708,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""VW Fox"":""2006-2012""}",0,,709,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Fox"":""2006-2012""}",0,,710,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL5,"{""VW Golf Mk 4 (1J)"":""4Motion Models 1997-2004 (1J)""}",0,,711,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Golf Mk 4 (1J)"":""4Motion Models 1997-2004 (1J)""}",0,,712,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL120165,"{""VW Golf Mk 4 (1J)"":""2WD Models. Excluding R32 1997-2003 (A4)""}",0,,713,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Golf Mk 5 (1K)"":""2005-2008 (1K)""}",0,,714,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Golf Mk 5 (1K)"":""2005-2008 (1K)""}",0,,715,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Golf Mk 5 (1K)"":""2005-2008 (1K)""}",0,,716,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Golf Mk 6 (5K)"":""2009-2013 (5K)""}",0,,717,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Golf Mk 6 (5K)"":""2009-2013 (5K)""}",0,,718,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Golf Mk 6 (5K)"":""2009-2013 (5K)""}",0,,719,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Golf Plus Mk 1"":""2WD 2005-2009 (1KP)""}",0,,720,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Golf Plus Mk 1"":""2WD 2005-2009 (1KP)""}",0,,721,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Golf Plus Mk 1"":""2005-2009 (1KP)""}",0,,722,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Golf Plus Mk 2"":""2WD 2009-2013""}",0,,723,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Golf Plus Mk 2"":""2WD 2009-2013""}",0,,724,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Jetta Mk 5 (1K)"":""2WD 2005-2010 (1KM)""}",0,,725,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Jetta Mk 5 (1K)"":""2WD 2005-2010 (1KM)""}",0,,726,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Jetta Mk 5 (1K)"":""2005-2010 (1KM)""}",0,,727,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Jetta Mk 6 (1B)"":""2WD 2010-2019 (5C)""}",0,,728,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Jetta Mk 6 (1B)"":""2WD 2010-2019 (5C)""}",0,,729,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Passat Mk 5 (3C)"":""2005-2015 (3C)""}",0,,730,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Passat Mk 5 (3C)"":""2005-2015 (3C)""}",0,,731,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Passat Mk 5 (3C)"":""2005-2015 (3C)""}",0,,732,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Passat CC (3CC)"":""2008-2012""}",0,,733,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Passat CC (3CC)"":""2008-2012""}",0,,734,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Passat CC (3CC)"":""2008-2012""}",0,,735,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""VW Polo Mk 4 (9N/9N3)"":""2002-2009 (9N)""}",0,,736,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Polo Mk 4 (9N/9N3)"":""2005-2009 (9N3)""}",0,,737,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL1,"{""VW Polo Mk 5 (6R/6C)"":""2009- (6R)""}",0,,738,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Polo Mk 5 (6R/6C)"":""2009- (6R)""}",0,,739,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Scirocco Mk 3 (13)"":""2008- (13)""}",0,,740,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Scirocco Mk 3 (13)"":""2008- (13)""}",0,,741,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Scirocco Mk 3 (13)"":""2008- (13)""}",0,,742,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL7,"{""VW Touran"":""2003- (1T)""}",0,,743,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL2,"{""VW Touran"":""2003- (1T)""}",0,,744,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
DL150320,"{""VW Touran"":""2003- (1T)""}",0,,745,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Alfa Romeo 145"":""For cars fitted with 10mm Bolts 94-01""}",0,,746,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Alfa Romeo 145"":""For cars fitted with 12mm Bolts 94-01""}",0,,747,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Alfa Romeo 146"":""For cars fitted with 10mm Bolts 94-01""}",0,,748,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Alfa Romeo 146"":""For cars fitted with 12mm Bolts 94-01""}",0,,749,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Alfa Romeo 155"":""92-98""}",0,,750,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Alfa Romeo GTV"":""95-05""}",0,,751,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Alfa Romeo Spider"":""95-05 (916)""}",0,,752,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Audi 80"":""86-91""}",0,,753,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Audi 80"":""91-96""}",0,,754,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Audi 90"":""86-91""}",0,,755,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Audi Cabriolet (B4)"":""89-00""}",0,,756,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Audi Coupe (B2/B3/B4)"":""89-96""}",0,,757,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Chevrolet Captiva"":""06-11""}",0,,758,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chevrolet Kalos"":""00-11""}",0,,759,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chevrolet Lacetti"":""03-10""}",0,,760,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chevrolet Lacetti"":""03-10""}",0,,761,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chevrolet Leganza"":""97-02""}",0,,762,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chevrolet Leganza"":""97-02""}",0,,763,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chevrolet Nubira"":""97-09""}",0,,764,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chevrolet Nubira"":""97-09""}",0,,765,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Chrysler Grand Voyager"":""96-13""}",0,,766,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Chrysler Neon"":""94-07""}",0,,767,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Chrysler Neon"":""94-07""}",0,,768,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Chrysler PT Cruiser"":""00-10""}",0,,769,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Chrysler Voyager"":""96-13""}",0,,770,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat 500"":""07-""}",0,,771,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat 500"":""07-""}",0,,772,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Barchetta"":""95-05""}",0,,773,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Brava"":""For cars fitted with 10mm Bolts 95-01""}",0,,774,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Brava"":""For cars fitted with 12mm Bolts 95-01""}",0,,775,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Bravo"":""For cars fitted with 10mm Bolts 95-01""}",0,,776,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Bravo"":""For cars fitted with 12mm Bolts 95-01""}",0,,777,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Cinquecento"":""91-98""}",0,,778,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Coupe"":""94-00""}",0,,779,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Croma"":""Mk 2 05-11""}",0,,780,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Croma"":""86-96""}",0,,781,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Fiorino"":""88-90""}",0,,782,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Marea"":""96-07""}",0,,783,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Multipla"":""98-07""}",0,,784,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Panda"":""05-11""}",0,,785,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Punto"":""93-99""}",0,,786,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Strada"":""04-11""}",0,,787,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Strada"":""98-03""}",0,,788,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Tempra"":""91-96""}",0,,789,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Tipo"":""91-96""}",0,,790,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Fiat Ulysse"":""95-03""}",0,,791,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB10,"{""Fiat Uno"":""82-96""}",0,,792,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Ford Fiesta Mk 2"":""85-89""}",0,,793,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Ford Fiesta Mk 7"":""08-""}",0,,794,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Ford Mondeo Mk 3"":""07-10""}",0,,795,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Honda Civic Mk 7 (EM2/ES1/EP1/EP2/EP3/EP4/EU1/EV1)"":""For cars fitted with 14mm Bolts 01-05""}",0,,796,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Honda Civic Mk 8 (FD2/FD7/FA1/FG1/FG2/FA5/FK1/FN/MK8)"":""For cars fitted with 14mm Bolts 06-13""}",0,,797,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Honda Jazz"":""01-08""}",0,,798,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Honda Jazz"":""09-11""}",0,,799,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Accent"":""06-11""}",0,,800,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Accent"":""12-13""}",0,,801,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Accent"":""95-05""}",0,,802,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Accent"":""95-05""}",0,,803,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Amica"":""99-11""}",0,,804,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Atos"":""99-11""}",0,,805,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Coupe"":""S 91-96""}",0,,806,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Coupe"":""99-09""}",0,,807,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Elantra"":""07-13""}",0,,808,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Elantra"":""07-13""}",0,,809,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Elantra"":""91-95""}",0,,810,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Elantra"":""91-95""}",0,,811,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Elantra"":""97-06""}",0,,812,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Elantra"":""97-06""}",0,,813,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Elantra"":""97-06""}",0,,814,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Elantra"":""97-06""}",0,,815,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Hyundai Excel"":""85-94""}",0,,816,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Santa Fe"":""07-12""}",0,,817,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Sonata"":""-11""}",0,,818,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Sonata"":""89-94""}",0,,819,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Sonata"":""95-98""}",0,,820,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Tucson"":""05-13""}",0,,821,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Hyundai Tucson"":""05-13""}",0,,822,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Jeep Compass"":""4x4 07-11""}",0,,823,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Jeep Patriot"":""07-11""}",0,,824,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Kia Carens"":""02-07""}",0,,825,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Carens"":""07-10""}",0,,826,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Magentis"":""07-10""}",0,,827,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB12,"{""Kia Rio"":""00-11""}",0,,828,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Sedona"":""99-11""}",0,,829,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Sorento"":""11-11""}",0,,830,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Soul"":""10-11""}",0,,831,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Sportage"":""05-10""}",0,,832,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Sportage"":""05-10""}",0,,833,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Sportage"":""11-11""}",0,,834,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
CB14,"{""Kia Venga"":""09-11""}",0,,835,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
