partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
53721,BMW 525d Touring 97-,BMW 525d Touring ,,,,1997,,,,,,,,,"{""make"": ""BMW"", ""model"": ""525d"", ""engine"": ""Touring""}","{""make"": ""BMW"", ""model"": ""525d"", ""engine"": ""Touring""}"
53722,BMW 5 2.5D 96-,BMW 5 2.5D ,,,,1996,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.5D""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.5D""}"
53723,BMW 5 3.0D 96-,BMW 5 3.0D ,,,,1996,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.0D""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.0D""}"
53724,BMW 6 4.4 04-,BMW 6 4.4 ,,,,2004,,,,,,,,,"{""make"": ""BMW"", ""model"": ""6"", ""engine"": ""4.4""}","{""make"": ""BMW"", ""model"": ""6"", ""engine"": ""4.4""}"
53725,BMW 7 3.0D 02-,BMW 7 3.0D ,,,,2002,,,,,,,,,"{""make"": ""BMW"", ""model"": ""7"", ""engine"": ""3.0D""}","{""make"": ""BMW"", ""model"": ""7"", ""engine"": ""3.0D""}"
53726,BMW 5 3.0D 04-,BMW 5 3.0D ,,,,2004,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.0D""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.0D""}"
53728,BMW 5 2.2 04-,BMW 5 2.2 ,,,,2004,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.2""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.2""}"
53731,BMW 5 2.0D 04-,BMW 5 2.0D ,,,,2004,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0D""}"
53732,CHEVROLET Lacetti 1.6 03-,CHEVROLET Lacetti 1.6 ,,,,2003,,,,,,,,,"{""make"": ""CHEVROLET"", ""model"": ""Lacetti"", ""engine"": ""1.6""}","{""make"": ""CHEVROLET"", ""model"": ""Lacetti"", ""engine"": ""1.6""}"
53733,CHRYSLER Sebring 2.7 01-,CHRYSLER Sebring 2.7 ,,,,2001,,,,,,,,,"{""make"": ""CHRYSLER"", ""model"": ""Sebring"", ""engine"": ""2.7""}","{""make"": ""CHRYSLER"", ""model"": ""Sebring"", ""engine"": ""2.7""}"
53734,CHRYSLER Grand Voyager 3.3 00-,CHRYSLER Grand Voyager 3.3 ,,,,2000,,,,,,,,,"{""make"": ""CHRYSLER"", ""model"": ""Grand"", ""engine"": ""Voyager""}","{""make"": ""CHRYSLER"", ""model"": ""Grand"", ""engine"": ""Voyager""}"
53737,FORD S-Max 2.0D 06-,FORD S-Max 2.0D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}"
53740,FORD Fiesta 2.0 02-,FORD Fiesta 2.0 ,,,,2002,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""2.0""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""2.0""}"
53741,FORD Mondeo 2.0D 01-,FORD Mondeo 2.0D ,,,,2001,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0D""}"
53742,FORD Transit 2.2D 06-,FORD Transit 2.2D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}"
53743,FORD Fusion 1.6D 02-,FORD Fusion 1.6D ,,,,2002,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fusion"", ""engine"": ""1.6D""}","{""make"": ""FORD"", ""model"": ""Fusion"", ""engine"": ""1.6D""}"
53744,HONDA Accord 3.0 98-,HONDA Accord 3.0 ,,,,1998,,,,,,,,,"{""make"": ""HONDA"", ""model"": ""Accord"", ""engine"": ""3.0""}","{""make"": ""HONDA"", ""model"": ""Accord"", ""engine"": ""3.0""}"
53745,HYUNDAI Accent 1.5D 00-,HYUNDAI Accent 1.5D ,,,,2000,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Accent"", ""engine"": ""1.5D""}","{""make"": ""HYUNDAI"", ""model"": ""Accent"", ""engine"": ""1.5D""}"
53746,FORD Transit 2.2D 06-,FORD Transit 2.2D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}"
53747,TOYOTA Prius 1.5 04-,TOYOTA Prius 1.5 ,,,,2004,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Prius"", ""engine"": ""1.5""}","{""make"": ""TOYOTA"", ""model"": ""Prius"", ""engine"": ""1.5""}"
53748,FORD Mondeo 1.8 97-,FORD Mondeo 1.8 ,,,,1997,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""1.8""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""1.8""}"
53751,MAZDA 2 1.3 08-,MAZDA 2 1.3 ,,,,2008,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""2"", ""engine"": ""1.3""}","{""make"": ""MAZDA"", ""model"": ""2"", ""engine"": ""1.3""}"
53752,MAZDA 6 1.8 03-,MAZDA 6 1.8 ,,,,2003,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""6"", ""engine"": ""1.8""}","{""make"": ""MAZDA"", ""model"": ""6"", ""engine"": ""1.8""}"
53753,MITSUBISHI Outlander 2.2D 07-,MITSUBISHI Outlander 2.2D ,,,,2007,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""Outlander"", ""engine"": ""2.2D""}","{""make"": ""MITSUBISHI"", ""model"": ""Outlander"", ""engine"": ""2.2D""}"
53754,MITSUBISHI Pajero 3.2D 00-,MITSUBISHI Pajero 3.2D ,,,,2000,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""Pajero"", ""engine"": ""3.2D""}","{""make"": ""MITSUBISHI"", ""model"": ""Pajero"", ""engine"": ""3.2D""}"
53755,NISSAN Qashqai 2.0 07-,NISSAN Qashqai 2.0 ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0""}"
53756,NISSAN Qashqai 1.5D 07-,NISSAN Qashqai 1.5D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.5D""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.5D""}"
53756A,NISSAN Qashqai 1.5D 07-,NISSAN Qashqai 1.5D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.5D""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.5D""}"
53757,NISSAN Qashqai 2.0D 07-,NISSAN Qashqai 2.0D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0D""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0D""}"
53758,NISSAN Note 1.5D 04-,NISSAN Note 1.5D ,,,,2004,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Note"", ""engine"": ""1.5D""}","{""make"": ""NISSAN"", ""model"": ""Note"", ""engine"": ""1.5D""}"
53759,NISSAN Note 1.5D 04-,NISSAN Note 1.5D ,,,,2004,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Note"", ""engine"": ""1.5D""}","{""make"": ""NISSAN"", ""model"": ""Note"", ""engine"": ""1.5D""}"
53760,NISSAN Primera 1.9D 02-,NISSAN Primera 1.9D ,,,,2002,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Primera"", ""engine"": ""1.9D""}","{""make"": ""NISSAN"", ""model"": ""Primera"", ""engine"": ""1.9D""}"
53761,NISSAN X-Trail 2.5 07-,NISSAN X-Trail 2.5 ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""X-Trail"", ""engine"": ""2.5""}","{""make"": ""NISSAN"", ""model"": ""X-Trail"", ""engine"": ""2.5""}"
53762,NISSAN X-Trail 2.0 07-,NISSAN X-Trail 2.0 ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""X-Trail"", ""engine"": ""2.0""}","{""make"": ""NISSAN"", ""model"": ""X-Trail"", ""engine"": ""2.0""}"
53763,TOYOTA Auris 1.6 07-,TOYOTA Auris 1.6 ,,,,2007,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.6""}","{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.6""}"
53764,TOYOTA Auris 1.4D 07-,TOYOTA Auris 1.4D ,,,,2007,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.4D""}","{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.4D""}"
53765,TOYOTA Corolla 1.4D 01-,TOYOTA Corolla 1.4D ,,,,2001,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""1.4D""}","{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""1.4D""}"
53766,TOYOTA Corolla 1.6 07-,TOYOTA Corolla 1.6 ,,,,2007,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""1.6""}","{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""1.6""}"
53767,TOYOTA Corolla 2.2D 04-,TOYOTA Corolla 2.2D ,,,,2004,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""2.2D""}","{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""2.2D""}"
53768,TOYOTA Corolla 2.2D 04-,TOYOTA Corolla 2.2D ,,,,2004,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""2.2D""}","{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""2.2D""}"
53769,TOYOTA RAV 4 2.2D 06-,TOYOTA RAV 4 2.2D ,,,,2006,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""RAV"", ""engine"": ""4""}","{""make"": ""TOYOTA"", ""model"": ""RAV"", ""engine"": ""4""}"
53773,VAUXHALL Insignia 1.8 09-,VAUXHALL Insignia 1.8 ,,,,2009,,,,,,,,,"{""make"": ""VAUXHALL"", ""model"": ""Insignia"", ""engine"": ""1.8""}","{""make"": ""VAUXHALL"", ""model"": ""Insignia"", ""engine"": ""1.8""}"
53774,OPEL Insignia 2.0 09-,OPEL Insignia 2.0 ,,,,2009,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0""}","{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0""}"
53775,OPEL Insignia 2.0 09-,OPEL Insignia 2.0 ,,,,2009,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0""}","{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0""}"
53776,OPEL Insignia 2.0D 09-,OPEL Insignia 2.0D ,,,,2009,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0D""}","{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0D""}"
53777,OPEL Insignia 2.0D 09-,OPEL Insignia 2.0D ,,,,2009,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0D""}","{""make"": ""OPEL"", ""model"": ""Insignia"", ""engine"": ""2.0D""}"
53778,MITSUBISHI Lancer 1.6 01-,MITSUBISHI Lancer 1.6 ,,,,2001,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""Lancer"", ""engine"": ""1.6""}","{""make"": ""MITSUBISHI"", ""model"": ""Lancer"", ""engine"": ""1.6""}"
53779,MITSUBISHI Lancer 1.6 01-,MITSUBISHI Lancer 1.6 ,,,,2001,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""Lancer"", ""engine"": ""1.6""}","{""make"": ""MITSUBISHI"", ""model"": ""Lancer"", ""engine"": ""1.6""}"
53780,DODGE Ram 5.2 93-,DODGE Ram 5.2 ,,,,1993,,,,,,,,,"{""make"": ""DODGE"", ""model"": ""Ram"", ""engine"": ""5.2""}","{""make"": ""DODGE"", ""model"": ""Ram"", ""engine"": ""5.2""}"
53782,JAGUAR X-Type 2.0D 01-,JAGUAR X-Type 2.0D ,,,,2001,,,,,,,,,"{""make"": ""JAGUAR"", ""model"": ""X-Type"", ""engine"": ""2.0D""}","{""make"": ""JAGUAR"", ""model"": ""X-Type"", ""engine"": ""2.0D""}"
53783,SUBARU Legacy 2.0 94-,SUBARU Legacy 2.0 ,,,,1994,,,,,,,,,"{""make"": ""SUBARU"", ""model"": ""Legacy"", ""engine"": ""2.0""}","{""make"": ""SUBARU"", ""model"": ""Legacy"", ""engine"": ""2.0""}"
53784,MERCEDES E-Series 2.2D 96-,MERCEDES E-Series 2.2D ,,,,1996,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.2D""}"
53785,MERCEDES 200-Series 2.5D 85-,MERCEDES Series 2.5D ,,,,200,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.5D""}","{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.5D""}"
53786,MERCEDES E-Series 4.2 85-,MERCEDES E-Series 4.2 ,,,,1985,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""4.2""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""4.2""}"
53787,PEUGEOT 406 2.0D 96-,PEUGEOT 406 2.0D ,,,,1996,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": ""2.0D""}","{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": ""2.0D""}"
53788,FIAT Doblo 1.2 01-,FIAT Doblo 1.2 ,,,,2001,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.2""}","{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.2""}"
53792,MITSUBISHI Pajero 2.0 00-,MITSUBISHI Pajero 2.0 ,,,,2000,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""Pajero"", ""engine"": ""2.0""}","{""make"": ""MITSUBISHI"", ""model"": ""Pajero"", ""engine"": ""2.0""}"
53795,VW Transporter 2.5D 03-,VW Transporter 2.5D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.5D""}","{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.5D""}"
53795A,VW Transporter 2.5D 03-,VW Transporter 2.5D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.5D""}","{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.5D""}"
53796,VW Transporter 1.9D 03-,VW Transporter 1.9D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""1.9D""}"
53798,VW Touareg 2.5D 03-,VW Touareg 2.5D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Touareg"", ""engine"": ""2.5D""}","{""make"": ""VW"", ""model"": ""Touareg"", ""engine"": ""2.5D""}"
53799,PORSCHE 911 3.8 05-,PORSCHE 911 3.8 ,,,,2005,,,,,,,,,"{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.8""}","{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.8""}"
53800,MERCEDES A-Series 2.0D 05-,MERCEDES A-Series 2.0D ,,,,2005,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""A-Series"", ""engine"": ""2.0D""}","{""make"": ""MERCEDES"", ""model"": ""A-Series"", ""engine"": ""2.0D""}"
53801,MERCEDES Vito 2.2D 04-,MERCEDES Vito 2.2D ,,,,2004,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Vito"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""Vito"", ""engine"": ""2.2D""}"
53804,SAAB 9-5 2.3 98-,SAAB 9-5 2.3 ,,,,1998,,,,,,,,,"{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""2.3""}","{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""2.3""}"
53805,JAGUAR S-Type 3.0 99-,JAGUAR S-Type 3.0 ,,,,1999,,,,,,,,,"{""make"": ""JAGUAR"", ""model"": ""S-Type"", ""engine"": ""3.0""}","{""make"": ""JAGUAR"", ""model"": ""S-Type"", ""engine"": ""3.0""}"
53807,MINI Mini 1.6 01-,MINI Mini 1.6 ,,,,2001,,,,,,,,,"{""make"": ""MINI"", ""model"": ""Mini"", ""engine"": ""1.6""}","{""make"": ""MINI"", ""model"": ""Mini"", ""engine"": ""1.6""}"
53808,MINI Mini 1.6 01-,MINI Mini 1.6 ,,,,2001,,,,,,,,,"{""make"": ""MINI"", ""model"": ""Mini"", ""engine"": ""1.6""}","{""make"": ""MINI"", ""model"": ""Mini"", ""engine"": ""1.6""}"
53810,MITSUBISHI Pajero 2.8D 91-,MITSUBISHI Pajero 2.8D ,,,,1991,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""Pajero"", ""engine"": ""2.8D""}","{""make"": ""MITSUBISHI"", ""model"": ""Pajero"", ""engine"": ""2.8D""}"
53811,FORD S-Max 2.0D 06-,FORD S-Max 2.0D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}"
53811A,FORD S-Max 06-,FORD S-Max ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": """"}","{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": """"}"
53812,FORD S-Max 2.0D 06-,FORD S-Max 2.0D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}"
53813,VW Golf 1.9D 04-,VW Golf 1.9D ,,,,2004,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}"
53814,VW Golf 1.9D 04-,VW Golf 1.9D ,,,,2004,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}"
53814A,VW Golf 1.9D 04-,VW Golf 1.9D ,,,,2004,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}"
53815,SUBARU Forester 2.0 98-,SUBARU Forester 2.0 ,,,,1998,,,,,,,,,"{""make"": ""SUBARU"", ""model"": ""Forester"", ""engine"": ""2.0""}","{""make"": ""SUBARU"", ""model"": ""Forester"", ""engine"": ""2.0""}"
53816,VW Touran 1.9D 03-,VW Touran 1.9D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Touran"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Touran"", ""engine"": ""1.9D""}"
53816A,VW Touran 1.9D 03-,VW Touran 1.9D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Touran"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Touran"", ""engine"": ""1.9D""}"
53817,BMW 5 3.0 10-,BMW 5 3.0 ,,,,2010,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.0""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.0""}"
53819,KIA Cerato 1.6 04-,KIA Cerato 1.6 ,,,,2004,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Cerato"", ""engine"": ""1.6""}","{""make"": ""KIA"", ""model"": ""Cerato"", ""engine"": ""1.6""}"
53820,RENAULT Espace 2.0D 03-,RENAULT Espace 2.0D ,,,,2003,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Espace"", ""engine"": ""2.0D""}","{""make"": ""RENAULT"", ""model"": ""Espace"", ""engine"": ""2.0D""}"
53821,HYUNDAI i30 1.4 07-,HYUNDAI i30 1.4 ,,,,2007,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.4""}","{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.4""}"
53822,HYUNDAI Accent 1.4 06-,HYUNDAI Accent 1.4 ,,,,2006,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Accent"", ""engine"": ""1.4""}","{""make"": ""HYUNDAI"", ""model"": ""Accent"", ""engine"": ""1.4""}"
53823,SUBARU Impreza 2.0 01-,SUBARU Impreza 2.0 ,,,,2001,,,,,,,,,"{""make"": ""SUBARU"", ""model"": ""Impreza"", ""engine"": ""2.0""}","{""make"": ""SUBARU"", ""model"": ""Impreza"", ""engine"": ""2.0""}"
53824,OPEL Agila 1.2 00-,OPEL Agila 1.2 ,,,,2000,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}"
53824A,OPEL Agila 1.2 00-,OPEL Agila 1.2 ,,,,2000,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}"
53825,OPEL Agila 1.2 00-,OPEL Agila 1.2 ,,,,2000,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}"
53825A,OPEL Agila 1.2 00-,OPEL Agila 1.2 ,,,,2000,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}"
53828,KIA Rio 1.3 00-,KIA Rio 1.3 ,,,,2000,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Rio"", ""engine"": ""1.3""}","{""make"": ""KIA"", ""model"": ""Rio"", ""engine"": ""1.3""}"
53829,MERCEDES E-Series 3.2D 02-,MERCEDES E-Series 3.2D ,,,,2002,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""3.2D""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""3.2D""}"
53830,NISSAN Patrol 3.0D 98-,NISSAN Patrol 3.0D ,,,,1998,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Patrol"", ""engine"": ""3.0D""}","{""make"": ""NISSAN"", ""model"": ""Patrol"", ""engine"": ""3.0D""}"
53831,KIA Sportage 2.0 95-,KIA Sportage 2.0 ,,,,1995,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Sportage"", ""engine"": ""2.0""}","{""make"": ""KIA"", ""model"": ""Sportage"", ""engine"": ""2.0""}"
53833,MERCEDES Sprinter 2.2D 07-,MERCEDES Sprinter 2.2D ,,,,2007,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}"
53833A,MERCEDES Sprinter 2.2D 07-,MERCEDES Sprinter 2.2D ,,,,2007,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}"
53834,FIAT Doblo 1.4 10-,FIAT Doblo 1.4 ,,,,2010,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.4""}","{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.4""}"
53834A,FIAT Doblo 1.4 10-,FIAT Doblo 1.4 ,,,,2010,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.4""}","{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.4""}"
53835,ABARTH 500 1.4 08-,ABARTH 500 1.4 ,,,,2008,,,,,,,,,"{""make"": ""ABARTH"", ""model"": ""500"", ""engine"": ""1.4""}","{""make"": ""ABARTH"", ""model"": ""500"", ""engine"": ""1.4""}"
53836,LANCIA Delta 1.9D 09-,LANCIA Delta 1.9D ,,,,2009,,,,,,,,,"{""make"": ""LANCIA"", ""model"": ""Delta"", ""engine"": ""1.9D""}","{""make"": ""LANCIA"", ""model"": ""Delta"", ""engine"": ""1.9D""}"
53837,PEUGEOT 207 1.4 06-,PEUGEOT 207 1.4 ,,,,2006,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""207"", ""engine"": ""1.4""}","{""make"": ""PEUGEOT"", ""model"": ""207"", ""engine"": ""1.4""}"
53839,MERCEDES S-Series 3.0D 06-,MERCEDES S-Series 3.0D ,,,,2006,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""S-Series"", ""engine"": ""3.0D""}","{""make"": ""MERCEDES"", ""model"": ""S-Series"", ""engine"": ""3.0D""}"
53840,LAND-ROVER Range Rover 3.0D 02-,LAND-ROVER Range Rover 3.0D ,,,,2002,,,,,,,,,"{""make"": ""LAND-ROVER"", ""model"": ""Range"", ""engine"": ""Rover""}","{""make"": ""LAND-ROVER"", ""model"": ""Range"", ""engine"": ""Rover""}"
53841,MINI Mini 1.4D 01-,MINI Mini 1.4D ,,,,2001,,,,,,,,,"{""make"": ""MINI"", ""model"": ""Mini"", ""engine"": ""1.4D""}","{""make"": ""MINI"", ""model"": ""Mini"", ""engine"": ""1.4D""}"
53842,PEUGEOT 406 2.0 96-,PEUGEOT 406 2.0 ,,,,1996,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": ""2.0""}","{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": ""2.0""}"
53842A,PEUGEOT 406 99-,PEUGEOT 406 ,,,,1999,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": """"}","{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": """"}"
53843,RENAULT Megane 1.9D 03-,RENAULT Megane 1.9D ,,,,2003,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Megane"", ""engine"": ""1.9D""}","{""make"": ""RENAULT"", ""model"": ""Megane"", ""engine"": ""1.9D""}"
