partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
35965,HYUNDAI Santa Fe 2.2D 06-,HYUNDAI Santa Fe 2.2D ,,,,2006,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}","{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}"
35966,CHRYSLER 300 3.0D 04-,CHRYSLER 300 3.0D ,,,,2004,,,,,,,,,"{""make"": ""CHRYSLER"", ""model"": ""300"", ""engine"": ""3.0D""}","{""make"": ""CHRYSLER"", ""model"": ""300"", ""engine"": ""3.0D""}"
35967,RENAULT Kangoo 1.5D 98-,RENAULT Kangoo 1.5D ,,,,1998,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Kangoo"", ""engine"": ""1.5D""}","{""make"": ""RENAULT"", ""model"": ""Kangoo"", ""engine"": ""1.5D""}"
35968,VW Passat 2.0D 15-,VW Passat 2.0D ,,,,2015,,,,,,,,,"{""make"": ""VW"", ""model"": ""Passat"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Passat"", ""engine"": ""2.0D""}"
35969,DACIA Duster 1.5D 10-,DACIA Duster 1.5D ,,,,2010,,,,,,,,,"{""make"": ""DACIA"", ""model"": ""Duster"", ""engine"": ""1.5D""}","{""make"": ""DACIA"", ""model"": ""Duster"", ""engine"": ""1.5D""}"
35970,BMW 1 1.5 11-,BMW 1 1.5 ,,,,2011,,,,,,,,,"{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""1.5""}","{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""1.5""}"
35971,BMW 5 2.0 10-,BMW 5 2.0 ,,,,2010,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}"
35972,RENAULT Master 2.3D 10-,RENAULT Master 2.3D ,,,,2010,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Master"", ""engine"": ""2.3D""}","{""make"": ""RENAULT"", ""model"": ""Master"", ""engine"": ""2.3D""}"
35973,NISSAN Qashqai 1.6 07-,NISSAN Qashqai 1.6 ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6""}"
35974,NISSAN Qashqai 1.5D 07-,NISSAN Qashqai 1.5D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.5D""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.5D""}"
35975,NISSAN Qashqai 2.0D 07-,NISSAN Qashqai 2.0D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0D""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""2.0D""}"
35976,FORD Fiesta 1.6D 09-,FORD Fiesta 1.6D ,,,,2009,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.6D""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.6D""}"
35979,KIA Sorento 2.5D 03-,KIA Sorento 2.5D ,,,,2003,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Sorento"", ""engine"": ""2.5D""}","{""make"": ""KIA"", ""model"": ""Sorento"", ""engine"": ""2.5D""}"
35980,KIA Carens 2.0 06-,KIA Carens 2.0 ,,,,2006,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Carens"", ""engine"": ""2.0""}","{""make"": ""KIA"", ""model"": ""Carens"", ""engine"": ""2.0""}"
35982,KIA Cerato 1.6 04-,KIA Cerato 1.6 ,,,,2004,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Cerato"", ""engine"": ""1.6""}","{""make"": ""KIA"", ""model"": ""Cerato"", ""engine"": ""1.6""}"
35984,KIA Soul 1.6D 09-,KIA Soul 1.6D ,,,,2009,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Soul"", ""engine"": ""1.6D""}","{""make"": ""KIA"", ""model"": ""Soul"", ""engine"": ""1.6D""}"
35986,KIA Ceed 1.6D 07-,KIA Ceed 1.6D ,,,,2007,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Ceed"", ""engine"": ""1.6D""}","{""make"": ""KIA"", ""model"": ""Ceed"", ""engine"": ""1.6D""}"
35987,HYUNDAI Santa Fe 2.2D 06-,HYUNDAI Santa Fe 2.2D ,,,,2006,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}","{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}"
35988,HYUNDAI Sonata 2.0D 05-,HYUNDAI Sonata 2.0D ,,,,2005,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Sonata"", ""engine"": ""2.0D""}","{""make"": ""HYUNDAI"", ""model"": ""Sonata"", ""engine"": ""2.0D""}"
35989,HYUNDAI iX55 3.0D 07-,HYUNDAI iX55 3.0D ,,,,2007,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""iX55"", ""engine"": ""3.0D""}","{""make"": ""HYUNDAI"", ""model"": ""iX55"", ""engine"": ""3.0D""}"
35990,HYUNDAI iX55 3.0D 07-,HYUNDAI iX55 3.0D ,,,,2007,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""iX55"", ""engine"": ""3.0D""}","{""make"": ""HYUNDAI"", ""model"": ""iX55"", ""engine"": ""3.0D""}"
35991,HYUNDAI Galloper 2.5D 98-,HYUNDAI Galloper 2.5D ,,,,1998,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Galloper"", ""engine"": ""2.5D""}","{""make"": ""HYUNDAI"", ""model"": ""Galloper"", ""engine"": ""2.5D""}"
35992,HYUNDAI i10 1.1 08-,HYUNDAI i10 1.1 ,,,,2008,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""i10"", ""engine"": ""1.1""}","{""make"": ""HYUNDAI"", ""model"": ""i10"", ""engine"": ""1.1""}"
35993,HYUNDAI i10 1.1D 08-,HYUNDAI i10 1.1D ,,,,2008,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""i10"", ""engine"": ""1.1D""}","{""make"": ""HYUNDAI"", ""model"": ""i10"", ""engine"": ""1.1D""}"
35994,HYUNDAI Santa Fe 2.2D 06-,HYUNDAI Santa Fe 2.2D ,,,,2006,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}","{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}"
35995,KIA Optima 2.0 10-,KIA Optima 2.0 ,,,,2010,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Optima"", ""engine"": ""2.0""}","{""make"": ""KIA"", ""model"": ""Optima"", ""engine"": ""2.0""}"
35996,HYUNDAI i30 1.4 12-,HYUNDAI i30 1.4 ,,,,2012,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.4""}","{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.4""}"
35997,KIA Rio 1.2 12-,KIA Rio 1.2 ,,,,2012,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Rio"", ""engine"": ""1.2""}","{""make"": ""KIA"", ""model"": ""Rio"", ""engine"": ""1.2""}"
35998,HYUNDAI iX35 1.6 10-,HYUNDAI iX35 1.6 ,,,,2010,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""iX35"", ""engine"": ""1.6""}","{""make"": ""HYUNDAI"", ""model"": ""iX35"", ""engine"": ""1.6""}"
35999,KIA Sportage 1.7D 10-,KIA Sportage 1.7D ,,,,2010,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Sportage"", ""engine"": ""1.7D""}","{""make"": ""KIA"", ""model"": ""Sportage"", ""engine"": ""1.7D""}"
36024,VW Golf 1.3 84-,VW Golf 1.3 ,,,,1984,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.3""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.3""}"
36025,SEAT Ibiza 1.4 93-,SEAT Ibiza 1.4 ,,,,1993,,,,,,,,,"{""make"": ""SEAT"", ""model"": ""Ibiza"", ""engine"": ""1.4""}","{""make"": ""SEAT"", ""model"": ""Ibiza"", ""engine"": ""1.4""}"
36026,BMW 3 1.6 91-,BMW 3 1.6 ,,,,1991,,,,,,,,,"{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""1.6""}","{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""1.6""}"
36027,VOLVO 800 2.4 92-,VOLVO 800 2.4 ,,,,1992,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""800"", ""engine"": ""2.4""}","{""make"": ""VOLVO"", ""model"": ""800"", ""engine"": ""2.4""}"
36030,MERCEDES 200-Series 2.5D 85-,MERCEDES Series 2.5D ,,,,200,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.5D""}","{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.5D""}"
36032,MERCEDES S-Series 3.2 91-,MERCEDES S-Series 3.2 ,,,,1991,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""S-Series"", ""engine"": ""3.2""}","{""make"": ""MERCEDES"", ""model"": ""S-Series"", ""engine"": ""3.2""}"
36034,MERCEDES C-Series 1.8 94-,MERCEDES C-Series 1.8 ,,,,1994,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""1.8""}","{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""1.8""}"
36036,AUDI 80 2.0 92-,AUDI 80 2.0 ,,,,1992,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""80"", ""engine"": ""2.0""}","{""make"": ""AUDI"", ""model"": ""80"", ""engine"": ""2.0""}"
36037,AUDI A4 1.6 95-,AUDI A4 1.6 ,,,,1995,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""1.6""}","{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""1.6""}"
36043,FORD Mondeo 2.0D 01-,FORD Mondeo 2.0D ,,,,2001,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0D""}"
36044,FORD Galaxy 1.9D 95-,FORD Galaxy 1.9D ,,,,1995,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Galaxy"", ""engine"": ""1.9D""}","{""make"": ""FORD"", ""model"": ""Galaxy"", ""engine"": ""1.9D""}"
36045,FORD Galaxy 1.9D 95-,FORD Galaxy 1.9D ,,,,1995,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Galaxy"", ""engine"": ""1.9D""}","{""make"": ""FORD"", ""model"": ""Galaxy"", ""engine"": ""1.9D""}"
36047,OPEL Frontera 2.0 92-,OPEL Frontera 2.0 ,,,,1992,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Frontera"", ""engine"": ""2.0""}","{""make"": ""OPEL"", ""model"": ""Frontera"", ""engine"": ""2.0""}"
36050,OPEL Corsa 1.0 93-,OPEL Corsa 1.0 ,,,,1993,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.0""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.0""}"
36057,MERCEDES SL-Series 3.2 90-,MERCEDES SL-Series 3.2 ,,,,1990,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""SL-Series"", ""engine"": ""3.2""}","{""make"": ""MERCEDES"", ""model"": ""SL-Series"", ""engine"": ""3.2""}"
36058,OPEL Vectra 1.6 96-,OPEL Vectra 1.6 ,,,,1996,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}","{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}"
36063,MERCEDES A-Series 1.4 98-,MERCEDES A-Series 1.4 ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""A-Series"", ""engine"": ""1.4""}","{""make"": ""MERCEDES"", ""model"": ""A-Series"", ""engine"": ""1.4""}"
36064,PORSCHE 911 3.6 94-,PORSCHE 911 3.6 ,,,,1994,,,,,,,,,"{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.6""}","{""make"": ""PORSCHE"", ""model"": ""911"", ""engine"": ""3.6""}"
36068,ALFA-ROMEO 156 1.9D 97-,ALFA-ROMEO 156 1.9D ,,,,1997,,,,,,,,,"{""make"": ""ALFA-ROMEO"", ""model"": ""156"", ""engine"": ""1.9D""}","{""make"": ""ALFA-ROMEO"", ""model"": ""156"", ""engine"": ""1.9D""}"
36069,VW Golf 1.4 98-,VW Golf 1.4 ,,,,1998,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.4""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.4""}"
36070,MERCEDES E-Series 2.0 96-,MERCEDES E-Series 2.0 ,,,,1996,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}"
36072,CHRYSLER Voyager 2.5D 95-,CHRYSLER Voyager 2.5D ,,,,1995,,,,,,,,,"{""make"": ""CHRYSLER"", ""model"": ""Voyager"", ""engine"": ""2.5D""}","{""make"": ""CHRYSLER"", ""model"": ""Voyager"", ""engine"": ""2.5D""}"
36073,FORD Focus 1.6 99-,FORD Focus 1.6 ,,,,1999,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.6""}","{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.6""}"
36075,BMW 5 2.0 96-,BMW 5 2.0 ,,,,1996,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}"
36076,PEUGEOT 306 1.6 93-,PEUGEOT 306 1.6 ,,,,1993,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""306"", ""engine"": ""1.6""}","{""make"": ""PEUGEOT"", ""model"": ""306"", ""engine"": ""1.6""}"
36077,VW Passat 1.9D 01-,VW Passat 1.9D ,,,,2001,,,,,,,,,"{""make"": ""VW"", ""model"": ""Passat"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Passat"", ""engine"": ""1.9D""}"
36078,MERCEDES S-Series 3.2 91-,MERCEDES S-Series 3.2 ,,,,1991,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""S-Series"", ""engine"": ""3.2""}","{""make"": ""MERCEDES"", ""model"": ""S-Series"", ""engine"": ""3.2""}"
36081,OPEL Astra 1.7D 04-,OPEL Astra 1.7D ,,,,2004,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}","{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}"
36088,OPEL Vectra 1.6 96-,OPEL Vectra 1.6 ,,,,1996,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}","{""make"": ""OPEL"", ""model"": ""Vectra"", ""engine"": ""1.6""}"
36091,RENAULT Megane 1.6 96-,RENAULT Megane 1.6 ,,,,1996,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Megane"", ""engine"": ""1.6""}","{""make"": ""RENAULT"", ""model"": ""Megane"", ""engine"": ""1.6""}"
36095,CITROËN Berlingo 1.9D 97-,CITROËN Berlingo 1.9D ,,,,1997,,,,,,,,,"{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""Berlingo"", ""engine"": ""1.9D""}","{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""Berlingo"", ""engine"": ""1.9D""}"
36096,BMW X3 2.0D 04-,BMW X3 2.0D ,,,,2004,,,,,,,,,"{""make"": ""BMW"", ""model"": ""X3"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""X3"", ""engine"": ""2.0D""}"
36098,RENAULT Clio 1.2 98-,RENAULT Clio 1.2 ,,,,1998,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Clio"", ""engine"": ""1.2""}","{""make"": ""RENAULT"", ""model"": ""Clio"", ""engine"": ""1.2""}"
36099,PEUGEOT 206 1.4 99-,PEUGEOT 206 1.4 ,,,,1999,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""206"", ""engine"": ""1.4""}","{""make"": ""PEUGEOT"", ""model"": ""206"", ""engine"": ""1.4""}"
36100,SAAB 9-5 2.0 98-,SAAB 9-5 2.0 ,,,,1998,,,,,,,,,"{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""2.0""}","{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""2.0""}"
36101,SAAB 9-5 2.0 98-,SAAB 9-5 2.0 ,,,,1998,,,,,,,,,"{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""2.0""}","{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""2.0""}"
36102,OPEL Zafira 2.0D 99-,OPEL Zafira 2.0D ,,,,1999,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}","{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}"
36105,VOLVO WHEELLOADER D-SERIES 01-,VOLVO WHEELLOADER D-SERIES ,,,,2001,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""WHEELLOADER"", ""engine"": ""D-SERIES""}","{""make"": ""VOLVO"", ""model"": ""WHEELLOADER"", ""engine"": ""D-SERIES""}"
36106,VW Golf 1.4 98-,VW Golf 1.4 ,,,,1998,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.4""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.4""}"
36108,SCANIA 4-Series 96-,SCANIA 4-Series ,,,,1996,,,,,,,,,"{""make"": ""SCANIA"", ""model"": ""4-Series"", ""engine"": """"}","{""make"": ""SCANIA"", ""model"": ""4-Series"", ""engine"": """"}"
36109,VW Golf 1.9D 04-,VW Golf 1.9D ,,,,2004,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}"
36110,FIAT Croma 1.9D 06-,FIAT Croma 1.9D ,,,,2006,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Croma"", ""engine"": ""1.9D""}","{""make"": ""FIAT"", ""model"": ""Croma"", ""engine"": ""1.9D""}"
36114,TOYOTA Corolla 1.6 01-,TOYOTA Corolla 1.6 ,,,,2001,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""1.6""}","{""make"": ""TOYOTA"", ""model"": ""Corolla"", ""engine"": ""1.6""}"
36116,VOLVO V70 2.4D 00-,VOLVO V70 2.4D ,,,,2000,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""V70"", ""engine"": ""2.4D""}","{""make"": ""VOLVO"", ""model"": ""V70"", ""engine"": ""2.4D""}"
36117,MERCEDES E-Series 2.2D 02-,MERCEDES E-Series 2.2D ,,,,2002,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.2D""}"
36118,MERCEDES C-Series 2.2D 00-,MERCEDES C-Series 2.2D ,,,,2000,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.2D""}"
36119,MERCEDES E-Series 2.0 96-,MERCEDES E-Series 2.0 ,,,,1996,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}"
36121,MERCEDES E-Series 2.2D 02-,MERCEDES E-Series 2.2D ,,,,2002,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.2D""}"
36122,MERCEDES C-Series 2.2D 00-,MERCEDES C-Series 2.2D ,,,,2000,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.2D""}"
36136,PEUGEOT Expert 2.0D 96-,PEUGEOT Expert 2.0D ,,,,1996,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""Expert"", ""engine"": ""2.0D""}","{""make"": ""PEUGEOT"", ""model"": ""Expert"", ""engine"": ""2.0D""}"
36138,AUDI A4 1.9D 01-,AUDI A4 1.9D ,,,,2001,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""1.9D""}","{""make"": ""AUDI"", ""model"": ""A4"", ""engine"": ""1.9D""}"
36140,OPEL Corsa 1.2 01-,OPEL Corsa 1.2 ,,,,2001,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}"
36141,VW Polo 1.2 02-,VW Polo 1.2 ,,,,2002,,,,,,,,,"{""make"": ""VW"", ""model"": ""Polo"", ""engine"": ""1.2""}","{""make"": ""VW"", ""model"": ""Polo"", ""engine"": ""1.2""}"
36142,VOLVO XC60 2.0D 09-,VOLVO XC60 2.0D ,,,,2009,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""XC60"", ""engine"": ""2.0D""}","{""make"": ""VOLVO"", ""model"": ""XC60"", ""engine"": ""2.0D""}"
36143,MERCEDES ML-Series 2.7D 98-,MERCEDES ML-Series 2.7D ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ML-Series"", ""engine"": ""2.7D""}","{""make"": ""MERCEDES"", ""model"": ""ML-Series"", ""engine"": ""2.7D""}"
36146,BMW X5 3.0D 00-,BMW X5 3.0D ,,,,2000,,,,,,,,,"{""make"": ""BMW"", ""model"": ""X5"", ""engine"": ""3.0D""}","{""make"": ""BMW"", ""model"": ""X5"", ""engine"": ""3.0D""}"
36148,SCANIA P-/G-/R-/T-Series  04-,SCANIA P-/G-/R-/T-Series  ,,,,2004,,,,,,,,,"{""make"": ""SCANIA"", ""model"": ""P-/G-/R-/T-Series"", ""engine"": """"}","{""make"": ""SCANIA"", ""model"": ""P-/G-/R-/T-Series"", ""engine"": """"}"
36149,VOLVO WHEELLOADER D-SERIES 03-,VOLVO WHEELLOADER D-SERIES ,,,,2003,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""WHEELLOADER"", ""engine"": ""D-SERIES""}","{""make"": ""VOLVO"", ""model"": ""WHEELLOADER"", ""engine"": ""D-SERIES""}"
36150,PEUGEOT 406 2.0D 96-,PEUGEOT 406 2.0D ,,,,1996,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": ""2.0D""}","{""make"": ""PEUGEOT"", ""model"": ""406"", ""engine"": ""2.0D""}"
36151,RENAULT Scenic 1.9D 96-,RENAULT Scenic 1.9D ,,,,1996,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Scenic"", ""engine"": ""1.9D""}","{""make"": ""RENAULT"", ""model"": ""Scenic"", ""engine"": ""1.9D""}"
36152,MERCEDES Actros MP2+3 03-,MERCEDES Actros MP2+3 ,,,,2003,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Actros"", ""engine"": ""MP2+3""}","{""make"": ""MERCEDES"", ""model"": ""Actros"", ""engine"": ""MP2+3""}"
36153,OPEL Corsa 1.2 07-,OPEL Corsa 1.2 ,,,,2007,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}"
36154,CLAAS Various,CLAAS Various,,,,,,,,,,,,,"{""make"": ""CLAAS"", ""model"": ""Various"", ""engine"": """"}","{""make"": ""CLAAS"", ""model"": ""Various"", ""engine"": """"}"
36155,"MASSEY-FERGUSON 660, 680, 3050 a.o.","MASSEY-FERGUSON 660, 680, 3050 a.o.",,,,,,,,,,,,,"{""make"": ""MASSEY-FERGUSON"", ""model"": ""660,"", ""engine"": ""680,""}","{""make"": ""MASSEY-FERGUSON"", ""model"": ""660,"", ""engine"": ""680,""}"
36157,DAF XF 95  02-06,DAF XF 95  06,,,,2002,,,,,,,,,"{""make"": ""DAF"", ""model"": ""XF"", ""engine"": ""95""}","{""make"": ""DAF"", ""model"": ""XF"", ""engine"": ""95""}"
36158,VW Golf 1.9D 04-,VW Golf 1.9D ,,,,2004,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}"
36159,VW Golf 1.9D 04-,VW Golf 1.9D ,,,,2004,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.9D""}"
36160,FIAT Punto 1.2 00-,FIAT Punto 1.2 ,,,,2000,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Punto"", ""engine"": ""1.2""}","{""make"": ""FIAT"", ""model"": ""Punto"", ""engine"": ""1.2""}"
36161,FORD Fiesta 1.4D 02-,FORD Fiesta 1.4D ,,,,2002,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.4D""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.4D""}"
36162,RENAULT Scenic 1.9D 03-,RENAULT Scenic 1.9D ,,,,2003,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Scenic"", ""engine"": ""1.9D""}","{""make"": ""RENAULT"", ""model"": ""Scenic"", ""engine"": ""1.9D""}"
36163,FORD Fiesta 1.2 09-,FORD Fiesta 1.2 ,,,,2009,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.2""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.2""}"
36164,BMW 1 1.5 11-,BMW 1 1.5 ,,,,2011,,,,,,,,,"{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""1.5""}","{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""1.5""}"
36165,MERCEDES Sprinter 2.2D 95-,MERCEDES Sprinter 2.2D ,,,,1995,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}"
36166,PEUGEOT 307 1.6 01-,PEUGEOT 307 1.6 ,,,,2001,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""307"", ""engine"": ""1.6""}","{""make"": ""PEUGEOT"", ""model"": ""307"", ""engine"": ""1.6""}"
36167,FORD Transit 2.0D 00-,FORD Transit 2.0D ,,,,2000,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.0D""}"
