partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
470047,Mercedes GLC 2.2D 2016-,Mercedes GLC 2.2D ,,,,2016,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
470048,BMW M3 4.0 2005-,BMW M3 4.0 ,,,,2005,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
470049,VW Tuareg 3.0D 2010-,VW Tuareg 3.0D ,,,,2010,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
47005,FORD Mondeo 1.8 01-,FORD Mondeo 1.8 ,,,,2001,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
470050,MERCEDES C/E/GL classe 1.6-2.1 2014-,MERCEDES C/E/GL classe 1.6-2.1 ,,,,2014,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
470051,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
470052,Citroen C8/Jumpy 2002-,Citroen C8/Jumpy ,,,,2002,,,,,,,,,"{""make"": ""C"", ""model"": ""i"", ""engine"": ""t""}","{""make"": ""C"", ""model"": ""i"", ""engine"": ""t""}"
470053,TOYOTA YARIS 1.0/1.3 2005-,TOYOTA YARIS 1.0/1.3 ,,,,2005,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
470054,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
470055,HYUNDAI Getz 1.1 02-,HYUNDAI Getz 1.1 ,,,,2002,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470056,OPEL ADAM/CORSA 1.2/1.4 2007-,OPEL ADAM/CORSA 1.2/1.4 ,,,,2007,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
470057,Opel Astra 1.4/1.6 2004-,Opel Astra 1.4/1.6 ,,,,2004,,,,,,,,,"{""make"": ""O"", ""model"": ""p"", ""engine"": ""e""}","{""make"": ""O"", ""model"": ""p"", ""engine"": ""e""}"
470058,DACIA DOKKER\REN CLIO 1.2-1.6 2012-,DACIA DOKKER\REN CLIO 1.2-1.6 ,,,,2012,,,,,,,,,"{""make"": ""D"", ""model"": ""A"", ""engine"": ""C""}","{""make"": ""D"", ""model"": ""A"", ""engine"": ""C""}"
470059,Mercedes Vito/Viano 2004-,Mercedes Vito/Viano ,,,,2004,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
47006,FORD Fiesta 1.4D 02-,FORD Fiesta 1.4D ,,,,2002,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
470060,Renault Twingo 0.9/1.0 2014-,Renault Twingo 0.9/1.0 ,,,,2014,,,,,,,,,"{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}","{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}"
470061,Dacia Duster 1.5D 2010-,Dacia Duster 1.5D ,,,,2010,,,,,,,,,"{""make"": ""D"", ""model"": ""a"", ""engine"": ""c""}","{""make"": ""D"", ""model"": ""a"", ""engine"": ""c""}"
470062,Dacia loggy 1.6 2012-,Dacia loggy 1.6 ,,,,2012,,,,,,,,,"{""make"": ""D"", ""model"": ""a"", ""engine"": ""c""}","{""make"": ""D"", ""model"": ""a"", ""engine"": ""c""}"
470063,Smart Fortwo 0.7 2004-,Smart Fortwo 0.7 ,,,,2004,,,,,,,,,"{""make"": ""S"", ""model"": ""m"", ""engine"": ""a""}","{""make"": ""S"", ""model"": ""m"", ""engine"": ""a""}"
470064,VW T5 2003-,VW T5 ,,,,2003,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
470065,Mercedes S-classe 4.7-6.0 2013-,Mercedes S-classe 4.7-6.0 ,,,,2013,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
470067,TOYOTA RAV4 2.5 Hybrid 19-,TOYOTA RAV4 2.5 Hybrid ,,,,2019,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
470068,TESLA 3 17-,TESLA 3 ,,,,2017,,,,,,,,,"{""make"": ""T"", ""model"": ""E"", ""engine"": ""S""}","{""make"": ""T"", ""model"": ""E"", ""engine"": ""S""}"
470069,KIA Ceed 1.6D 18-,KIA Ceed 1.6D ,,,,2018,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
47007,FORD Fiesta 1.4D 02-,FORD Fiesta 1.4D ,,,,2002,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
470070,Mercedes A class 2018-,Mercedes A class ,,,,2018,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
470071,FORD Transit 2.0D 13-,FORD Transit 2.0D ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
470072,FORD Transit 2.0D 13-,FORD Transit 2.0D ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
470073,Volvo XC90 2.0D 2015-,Volvo XC90 2.0D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}","{""make"": ""V"", ""model"": ""o"", ""engine"": ""l""}"
470074,JEEP Cherokee 2.2D 13-,JEEP Cherokee 2.2D ,,,,2013,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
470075,Nissan Qashqai 2013-,Nissan Qashqai ,,,,2013,,,,,,,,,"{""make"": ""N"", ""model"": ""i"", ""engine"": ""s""}","{""make"": ""N"", ""model"": ""i"", ""engine"": ""s""}"
470076,FORD Transit Custom 2.0/2.2D 13-,FORD Transit Custom 2.0/2.2D ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
470077,TOYOTA Camry 2.5 18-,TOYOTA Camry 2.5 ,,,,2018,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
470078,TESLA Y 19-,TESLA Y ,,,,2019,,,,,,,,,"{""make"": ""T"", ""model"": ""E"", ""engine"": ""S""}","{""make"": ""T"", ""model"": ""E"", ""engine"": ""S""}"
470079,LAND-ROVER Discovery 2.0D 15-,LAND-ROVER Discovery 2.0D ,,,,2015,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
470080,PORSCHE Panamera 18-,PORSCHE Panamera ,,,,2018,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
470081,Opel Corsa/Combo 2001-,Opel Corsa/Combo ,,,,2001,,,,,,,,,"{""make"": ""O"", ""model"": ""p"", ""engine"": ""e""}","{""make"": ""O"", ""model"": ""p"", ""engine"": ""e""}"
470082,VW Transporter 07/1994-04/2003,VW Transporter 07/04/2003,,,,1994,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
470083,OPEL Insignia 1.5 17-,OPEL Insignia 1.5 ,,,,2017,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
470084,DACIA Logan 1.5D 05-,DACIA Logan 1.5D ,,,,2005,,,,,,,,,"{""make"": ""D"", ""model"": ""A"", ""engine"": ""C""}","{""make"": ""D"", ""model"": ""A"", ""engine"": ""C""}"
470085,KIA Sportage 2.0 16-,KIA Sportage 2.0 ,,,,2016,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
470086,HYUNDAI Tucson 1.6 16-,HYUNDAI Tucson 1.6 ,,,,2016,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470087,HYUNDAI SantaFe 2.4 10-,HYUNDAI SantaFe 2.4 ,,,,2010,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470088,HYUNDAI SantaFe 2.4 14-,HYUNDAI SantaFe 2.4 ,,,,2014,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470089,HYUNDAI i20 1.2 12-,HYUNDAI i20 1.2 ,,,,2012,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
47009,OPEL Corsa 1.4 93-,OPEL Corsa 1.4 ,,,,1993,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
470090,NISSAN Qashqai 2.0D 07-,NISSAN Qashqai 2.0D ,,,,2007,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
470091,HYUNDAI Matrix 1.6 01-,HYUNDAI Matrix 1.6 ,,,,2001,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470092,HYUNDAI Accent 00-,HYUNDAI Accent ,,,,2000,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470093,NISSAN Navara 2.5D 97-,NISSAN Navara 2.5D ,,,,1997,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
470094,Citroen Picasso/Peugeot 3008 2013-,Citroen Picasso/Peugeot 3008 ,,,,2013,,,,,,,,,"{""make"": ""C"", ""model"": ""i"", ""engine"": ""t""}","{""make"": ""C"", ""model"": ""i"", ""engine"": ""t""}"
470095,HYUNDAI ix35 1.6 10-,HYUNDAI ix35 1.6 ,,,,2010,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470096,HYUNDAI Coupe 2.0 02-,HYUNDAI Coupe 2.0 ,,,,2002,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470097,HYUNDAI Coupe 2.0 02-,HYUNDAI Coupe 2.0 ,,,,2002,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
470098,FIAT Tipo 1.4 16-,FIAT Tipo 1.4 ,,,,2016,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
470099,TOYOTA Auris 1.6 07-,TOYOTA Auris 1.6 ,,,,2007,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
47010,OPEL Zafira 2.0D 99-,OPEL Zafira 2.0D ,,,,1999,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
470100,KIA Niro 1.6 17-,KIA Niro 1.6 ,,,,2017,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
470101,Ford Transit 2.2D 2006-,Ford Transit 2.2D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""o"", ""engine"": ""r""}","{""make"": ""F"", ""model"": ""o"", ""engine"": ""r""}"
470102,Renault Trafic II 2001-,Renault Trafic II ,,,,2001,,,,,,,,,"{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}","{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}"
470103,RENAULT Clio 1.0 19-,RENAULT Clio 1.0 ,,,,2019,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
470104,MAZDA 6 2.0D 12-,MAZDA 6 2.0D ,,,,2012,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
470105,VOLVO V40 12-,VOLVO V40 ,,,,2012,,,,,,,,,"{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}","{""make"": ""V"", ""model"": ""O"", ""engine"": ""L""}"
470106,AUDI A6 3.0D 04-,AUDI A6 3.0D ,,,,2004,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
470107,VW Touareg 2.5D 03-,VW Touareg 2.5D ,,,,2003,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
470108,AUDI A6 3.0D 04-,AUDI A6 3.0D ,,,,2004,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
470109,MASERATI Levante 3.0D 16-,MASERATI Levante 3.0D ,,,,2016,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""S""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""S""}"
47011,OPEL Corsa 1.2 01-,OPEL Corsa 1.2 ,,,,2001,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
470110,MASERATI Ghibli 3.0 14-,MASERATI Ghibli 3.0 ,,,,2014,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""S""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""S""}"
470111,VW Passat 2.0D 15-,VW Passat 2.0D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
470112,Ford C-max/Focus 1.6-2.0 2005-,Ford C-max/Focus 1.6-2.0 ,,,,2005,,,,,,,,,"{""make"": ""F"", ""model"": ""o"", ""engine"": ""r""}","{""make"": ""F"", ""model"": ""o"", ""engine"": ""r""}"
470113,AUDI Q5 2.0D 17-,AUDI Q5 2.0D ,,,,2017,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
470114,PORSHE Cayenne 3.0/4.2D 15-,PORSHE Cayenne 3.0/4.2D ,,,,2015,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
470117,FORD Transit 2.2D 14-,FORD Transit 2.2D ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
470118,SUZUKI Swift 1.2 10-,SUZUKI Swift 1.2 ,,,,2010,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
470119,FIAT 124 Spider 1.4 16-,FIAT 124 Spider 1.4 ,,,,2016,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
47012,OPEL Corsa 1.2 01-,OPEL Corsa 1.2 ,,,,2001,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
470120,Renault Laguna 2007-,Renault Laguna ,,,,2007,,,,,,,,,"{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}","{""make"": ""R"", ""model"": ""e"", ""engine"": ""n""}"
470121,AUDI A4 2.4 01-,AUDI A4 2.4 ,,,,2001,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
470122,AUDI A4 2.0D 15-,AUDI A4 2.0D ,,,,2015,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
470123,TOYOTA RAV4 2.5 19-,TOYOTA RAV4 2.5 ,,,,2019,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
470124,RENAULT Koleos 2.0D 16-,RENAULT Koleos 2.0D ,,,,2016,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
470125,KIA Picanto 1.2 11-,KIA Picanto 1.2 ,,,,2011,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
470128,Dacia Logan 1.5D 2005-,Dacia Logan 1.5D ,,,,2005,,,,,,,,,"{""make"": ""D"", ""model"": ""a"", ""engine"": ""c""}","{""make"": ""D"", ""model"": ""a"", ""engine"": ""c""}"
47013,OPEL Vectra 1.6 96-,OPEL Vectra 1.6 ,,,,1996,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
47014,OPEL Vectra 1.6 96-,OPEL Vectra 1.6 ,,,,1996,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
47015,OPEL Astra 1.6 98-,OPEL Astra 1.6 ,,,,1998,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
47016,TOYOTA Corolla 1.3 96-,TOYOTA Corolla 1.3 ,,,,1996,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
47019,FORD KA 1.3 97-,FORD KA 1.3 ,,,,1997,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
47020,OPEL Corsa 1.2 93-,OPEL Corsa 1.2 ,,,,1993,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
47021,FORD Focus 1.6 99-,FORD Focus 1.6 ,,,,1999,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
47023,AUDI A4 1.6 95-,AUDI A4 1.6 ,,,,1995,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
47024,BMW 3 1.6 91-,BMW 3 1.6 ,,,,1991,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
47025,BMW 3 1.6 91-,BMW 3 1.6 ,,,,1991,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
47026,BMW 3 1.9 98-,BMW 3 1.9 ,,,,1998,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
47027,BMW 3 3.0 98-,BMW 3 3.0 ,,,,1998,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
47028,BMW 5 2.0 88-,BMW 5 2.0 ,,,,1988,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
47029,BMW 5 2.0 96-,BMW 5 2.0 ,,,,1996,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
47030,CITROËN Xsara 1.4 97-,CITROËN Xsara 1.4 ,,,,1997,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
47031,CHRYSLER Voyager 2.4 95-,CHRYSLER Voyager 2.4 ,,,,1995,,,,,,,,,"{""make"": ""C"", ""model"": ""H"", ""engine"": ""R""}","{""make"": ""C"", ""model"": ""H"", ""engine"": ""R""}"
47032,CHRYSLER Voyager 2.4 00-,CHRYSLER Voyager 2.4 ,,,,2000,,,,,,,,,"{""make"": ""C"", ""model"": ""H"", ""engine"": ""R""}","{""make"": ""C"", ""model"": ""H"", ""engine"": ""R""}"
47033,FORD Focus 1.6 99-,FORD Focus 1.6 ,,,,1999,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
47034,FORD Focus 1.6 99-,FORD Focus 1.6 ,,,,1999,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
47036,FORD Transit 2.5D 95-,FORD Transit 2.5D ,,,,1995,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
47037,FORD KA 1.3 97-,FORD KA 1.3 ,,,,1997,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
47038,FIAT Punto 1.1 94-,FIAT Punto 1.1 ,,,,1994,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
47039,FIAT Seicento 1.1 98-,FIAT Seicento 1.1 ,,,,1998,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
47041,HONDA Civic 1.4 96-,HONDA Civic 1.4 ,,,,1996,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
47042,HONDA Civic 1.4 96-,HONDA Civic 1.4 ,,,,1996,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
47043,HONDA Civic 1.6 01-,HONDA Civic 1.6 ,,,,2001,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
47044,HONDA Civic 1.6 01-,HONDA Civic 1.6 ,,,,2001,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
47045,MERCEDES C-Series 1.8 94-,MERCEDES C-Series 1.8 ,,,,1994,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
47046,MERCEDES C-Series 1.8 94-,MERCEDES C-Series 1.8 ,,,,1994,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
47048,CITROËN Saxo 1.1 96-,CITROËN Saxo 1.1 ,,,,1996,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
47049,PEUGEOT 206 1.6 99-,PEUGEOT 206 1.6 ,,,,1999,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
47050,CITROËN Xantia 2.0D 93-,CITROËN Xantia 2.0D ,,,,1993,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
47051,CITROËN Berlingo 1.9D 97-,CITROËN Berlingo 1.9D ,,,,1997,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
47052,RENAULT Twingo 1.2 93-,RENAULT Twingo 1.2 ,,,,1993,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
47053,TOYOTA Corolla 1.6 01-,TOYOTA Corolla 1.6 ,,,,2001,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
47054,TOYOTA Avensis 1.6 98-,TOYOTA Avensis 1.6 ,,,,1998,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
