partnumber,name,description,images,retailprice,parttype,Brand,sku,Barcode,EAN,WeightGrams,DimensionsLengthMM,DimensionsWidthMM,DimensionsHeightMM,Gtin14
53685,MAZDA RX8 1.3 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53685_1500x1000_WM_001_1.jpg,,,NRF,53685,,'8718042068088,,,,,
53686,MITSUBISHI Pajero 2.0 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53686_1500x1000_WM_001_1.jpg,,,NRF,53686,,'8718042068095,,,,,
536864,NISSAN Sunny 2.0D 91-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/536864_1500x1000_WM_001_1.jpg,,,NRF,536864,,'8718042048776,,,,,
53687,MITSUBISHI Shogun 3.0 97-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53687_1500x1000_WM_001_2.jpg,,,NRF,53687,,'8718042068101,,,,,
53690,MITSUBISHI Space Wagon 2.4 98-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53690_1500x1000_WM_001_1.jpg,,,NRF,53690,,'8718042068132,,,,,
53693,NISSAN Maxima 2.0 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53693_1500x1000_WM_001_1.jpg,,,NRF,53693,,'8718042068163,,,,,
53694,NISSAN Pathfinder 3.3 96-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53694_1500x1000_WM_001_1.jpg,,,NRF,53694,,'8718042068170,,,,,
53695,NISSAN Primera 2.0 97-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53695_1500x1000_WM_001_1.jpg,,,NRF,53695,,'8718042068187,,,,,
53696,SUBARU Forester 2.0 98-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53696_1500x1000_WM_001_2.jpg,,,NRF,53696,,'8718042068194,,,,,
53697,SUBARU Impreza 2.0 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53697_1500x1000_WM_001_1.jpg,,,NRF,53697,,'8718042068200,,,,,
53698,SUBARU Impreza 2.0 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53698_1500x1000_WM_001_2.jpg,,,NRF,53698,,'8718042068217,,,,,
53700,SUBARU XV 1.6 12-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53700_1500x1000_WM_001_1.jpg,,,NRF,53700,,'8718042068231,,,,,
53702,SUZUKI Grand Vitara 2.0 05-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53702_1500x1000_WM_001_2.jpg,,,NRF,53702,,'8718042068255,,,,,
53703,SUZUKI Grand Vitara 1.6 05-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53703_1500x1000_WM_001_2.jpg,,,NRF,53703,,'8718042068262,,,,,
53705,TOYOTA Previa 2.4 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53705_1500x1000_WM_001_1.jpg,,,NRF,53705,,'8718042068309,,,,,
53706,TOYOTA Land Cruiser 4.7 98-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53706_1500x1000_WM_001_1.jpg,,,NRF,53706,,'8718042068316,,,,,
53708,TOYOTA Land Cruiser 3.4 96-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53708_1500x1000_WM_001_1.jpg,,,NRF,53708,,'8718042068330,,,,,
53709,TOYOTA MR2 1.8 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53709_1500x1000_WM_001_1.jpg,,,NRF,53709,,'8718042068347,,,,,
53710,TOYOTA Supra 3.0 93-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53710_1500x1000_WM_001_1.jpg,,,NRF,53710,,'8718042068354,,,,,
53711,SUBARU Forester 2.0 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53711_1500x1000_WM_001_1.jpg,,,NRF,53711,,'8718042068477,,,,,
53712,DODGE Ram 4.7 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53712_1500x1000_WM_001_1.jpg,,,NRF,53712,,'8718042071347,,,,,
53713,FORD Transit 1.8D 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53713_1500x1000_WM_001_1.jpg,,,NRF,53713,,'8718042070432,,,,,
53714,MERCEDES UNIMOG U1700 78-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53714_1500x1000_WM_001_1.jpg,,,NRF,53714,,'8718042077035,,,,,
53715,VW Touareg 3.0D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53715_1500x1000_WM_001_1.jpg,,,NRF,53715,,'8718042070555,,,,,
53716,AUDI A8 3.0D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53716_1500x1000_WM_001_1.jpg,,,NRF,53716,,'8718042070562,,,,,
53718,AUDI A4 2.0D 08-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53718_1500x1000_WM_001_1.jpg,,,NRF,53718,,'8718042070586,,,,,
53719,AUDI Q5 3.0D 09-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53719_1500x1000_WM_001_1.jpg,,,NRF,53719,,'8718042070630,,,,,
53720,AUDI A4 2.4 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53720_1500x1000_WM_001_1.jpg,,,NRF,53720,,'8718042070647,,,,,
53721,BMW 525d Touring 97-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53721_1500x1000_WM_001_1.jpg,,,NRF,53721,,'8718042070654,,,,,
53722,BMW 5 2.5D 96-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53722_1500x1000_WM_001_1.jpg,,,NRF,53722,,'8718042070661,,,,,
53723,BMW 5 3.0D 96-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53723_1500x1000_WM_001_1.jpg,,,NRF,53723,,'8718042070678,,,,,
53724,BMW 6 4.4 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53724_1500x1000_WM_001_1.jpg,,,NRF,53724,,'8718042070685,,,,,
53725,BMW 7 3.0D 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53725_1500x1000_WM_001_1.jpg,,,NRF,53725,,'8718042070715,,,,,
53726,BMW 5 3.0D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53726_1500x1000_WM_001_1.jpg,,,NRF,53726,,'8718042070722,,,,,
53728,BMW 5 2.2 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53728_1500x1000_WM_001_1.jpg,,,NRF,53728,,'8718042070746,,,,,
53731,BMW 5 2.0D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53731_1500x1000_WM_001_1.jpg,,,NRF,53731,,'8718042070968,,,,,
53732,CHEVROLET Lacetti 1.6 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53732_1500x1000_WM_001_1.jpg,,,NRF,53732,,'8718042070975,,,,,
53733,CHRYSLER Sebring 2.7 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53733_1500x1000_WM_001_1.jpg,,,NRF,53733,,'8718042070982,,,,,
53734,CHRYSLER Grand Voyager 3.3 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53734_1500x1000_WM_001_2.jpg,,,NRF,53734,,'8718042071033,,,,,
53737,FORD S-Max 2.0D 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53737_1500x1000_WM_001_1.jpg,,,NRF,53737,,'8718042071064,,,,,
53740,FORD Fiesta 2.0 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53740_1500x1000_WM_001_1.jpg,,,NRF,53740,,'8718042071651,,,,,
53741,FORD Mondeo 2.0D 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53741_1500x1000_WM_001_1.jpg,,,NRF,53741,,'8718042071668,,,,,
53742,FORD Transit 2.2D 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53742_1500x1000_WM_001_1.jpg,,,NRF,53742,,'8718042071675,,,,,
53743,FORD Fusion 1.6D 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53743_1500x1000_WM_001_1.jpg,,,NRF,53743,,'8718042071682,,,,,
53744,HONDA Accord 3.0 98-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53744_1500x1000_WM_001_2.jpg,,,NRF,53744,,'8718042071750,,,,,
53745,HYUNDAI Accent 1.5D 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53745_1500x1000_WM_001_1.jpg,,,NRF,53745,,'8718042071767,,,,,
53746,FORD Transit 2.2D 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53746_1500x1000_WM_001_1.jpg,,,NRF,53746,,'8718042071989,,,,,
53747,TOYOTA Prius 1.5 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53747_1500x1000_WM_001_1.jpg,,,NRF,53747,,'8718042072245,,,,,
53748,FORD Mondeo 1.8 97-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53748_1500x1000_WM_001_1.jpg,,,NRF,53748,,'8718042072313,,,,,
53751,MAZDA 2 1.3 08-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53751_1500x1000_WM_001_2.jpg,,,NRF,53751,,'8718042072344,,,,,
53752,MAZDA 6 1.8 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53752_1500x1000_WM_001_2.jpg,,,NRF,53752,,'8718042072351,,,,,
53753,MITSUBISHI Outlander 2.2D 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53753_1500x1000_WM_001_1.jpg,,,NRF,53753,,'8718042072641,,,,,
53754,MITSUBISHI Pajero 3.2D 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53754_1500x1000_WM_001_1.jpg,,,NRF,53754,,'8718042072412,,,,,
53755,NISSAN Qashqai 2.0 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53755_1500x1000_WM_001_1.jpg,,,NRF,53755,,'8718042072429,,,,,
53756,NISSAN Qashqai 1.5D 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53756_1500x1000_WM_001_1.jpg,,,NRF,53756,,'8718042072436,,,,,
53756A,NISSAN Qashqai 1.5D 07-,,https://webshop.nrf.eu/media/catalog/product/placeholder/default/NRF-base.png,,,NRF,53756A,,'8718042353122,,,,,
53757,NISSAN Qashqai 2.0D 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53757_1500x1000_WM_001_1.jpg,,,NRF,53757,,'8718042072443,,,,,
53758,NISSAN Note 1.5D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53758_1500x1000_WM_001_1.jpg,,,NRF,53758,,'8718042072511,,,,,
53759,NISSAN Note 1.5D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53759_1500x1000_WM_001_1.jpg,,,NRF,53759,,'8718042072528,,,,,
53760,NISSAN Primera 1.9D 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53760_1500x1000_WM_001_1.jpg,,,NRF,53760,,'8718042072535,,,,,
53761,NISSAN X-Trail 2.5 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53761_1500x1000_WM_001_1.jpg,,,NRF,53761,,'8718042072542,,,,,
53762,NISSAN X-Trail 2.0 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53762_1500x1000_WM_001_2.jpg,,,NRF,53762,,'8718042072559,,,,,
53763,TOYOTA Auris 1.6 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53763_1500x1000_WM_001_1.jpg,,,NRF,53763,,'8718042072566,,,,,
53764,TOYOTA Auris 1.4D 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53764_1500x1000_WM_001_2.jpg,,,NRF,53764,,'8718042072573,,,,,
53765,TOYOTA Corolla 1.4D 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53765_1500x1000_WM_001_1.jpg,,,NRF,53765,,'8718042072580,,,,,
53766,TOYOTA Corolla 1.6 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53766_1500x1000_WM_001_1.jpg,,,NRF,53766,,'8718042072597,,,,,
53767,TOYOTA Corolla 2.2D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53767_1500x1000_WM_001_1.jpg,,,NRF,53767,,'8718042072603,,,,,
53768,TOYOTA Corolla 2.2D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53768_1500x1000_WM_001_2.jpg,,,NRF,53768,,'8718042072610,,,,,
53769,TOYOTA RAV 4 2.2D 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53769_1500x1000_WM_001_1.jpg,,,NRF,53769,,'8718042072627,,,,,
53773,VAUXHALL Insignia 1.8 09-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53773_1500x1000_WM_001_1.jpg,,,NRF,53773,,'8718042072955,,,,,
53774,OPEL Insignia 2.0 09-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53774_1500x1000_WM_001_1.jpg,,,NRF,53774,,'8718042072962,,,,,
53775,OPEL Insignia 2.0 09-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53775_1500x1000_WM_001_1.jpg,,,NRF,53775,,'8718042072979,,,,,
53776,OPEL Insignia 2.0D 09-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53776_1500x1000_WM_001_1.jpg,,,NRF,53776,,'8718042072986,,,,,
53777,OPEL Insignia 2.0D 09-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53777_1500x1000_WM_001_1.jpg,,,NRF,53777,,'8718042072993,,,,,
53778,MITSUBISHI Lancer 1.6 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53778_1500x1000_WM_001_1.jpg,,,NRF,53778,,'8718042092892,,,,,
53779,MITSUBISHI Lancer 1.6 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53779_1500x1000_WM_001_1.jpg,,,NRF,53779,,'8718042092908,,,,,
53780,DODGE Ram 5.2 93-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53780_1500x1000_WM_001_2.jpg,,,NRF,53780,,'8718042092915,,,,,
53782,JAGUAR X-Type 2.0D 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53782_1500x1000_WM_001_1.jpg,,,NRF,53782,,'8718042093455,,,,,
53783,SUBARU Legacy 2.0 94-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53783_1500x1000_WM_001_1.jpg,,,NRF,53783,,'8718042093004,,,,,
53784,MERCEDES E-Series 2.2D 96-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53784_1500x1000_WM_001_1.jpg,,,NRF,53784,,'8718042093080,,,,,
53785,MERCEDES 200-Series 2.5D 85-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53785_1500x1000_WM_001_1.jpg,,,NRF,53785,,'8718042093158,,,,,
53786,MERCEDES E-Series 4.2 85-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53786_1500x1000_WM_001_1.jpg,,,NRF,53786,,'8718042093165,,,,,
53787,PEUGEOT 406 2.0D 96-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53787_1500x1000_WM_001_1.jpg,,,NRF,53787,,'8718042093172,,,,,
53788,FIAT Doblo 1.2 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53788_1500x1000_WM_001_1.jpg,,,NRF,53788,,'8718042093462,,,,,
53792,MITSUBISHI Pajero 2.0 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53792_1500x1000_WM_001_1.jpg,,,NRF,53792,,'8718042073129,,,,,
53795,VW Transporter 2.5D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53795_1500x1000_WM_001_1.jpg,,,NRF,53795,,'8718042073181,,,,,
53795A,VW Transporter 2.5D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53795A_1500x1000_WM_001_1.jpg,,,NRF,53795A,,'8718042353146,,,,,
53796,VW Transporter 1.9D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53796_1500x1000_WM_001_1.jpg,,,NRF,53796,,'8718042073198,,,,,
53798,VW Touareg 2.5D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53798_1500x1000_WM_001_1.jpg,,,NRF,53798,,'8718042073266,,,,,
53799,PORSCHE 911 3.8 05-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53799_1500x1000_WM_001_1.jpg,,,NRF,53799,,'8718042073273,,,,,
53800,MERCEDES A-Series 2.0D 05-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53800_1500x1000_WM_001_1.jpg,,,NRF,53800,,'8718042073587,,,,,
53801,MERCEDES Vito 2.2D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53801_1500x1000_WM_001_1.jpg,,,NRF,53801,,'8718042073594,,,,,
53804,SAAB 9-5 2.3 98-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53804_1500x1000_WM_001_2.jpg,,,NRF,53804,,'8718042073693,,,,,
53805,JAGUAR S-Type 3.0 99-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53805_1500x1000_WM_001_2.jpg,,,NRF,53805,,'8718042073709,,,,,
53807,MINI Mini 1.6 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53807_1500x1000_WM_001_2.jpg,,,NRF,53807,,'8718042073884,,,,,
53808,MINI Mini 1.6 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53808_1500x1000_WM_001_2.jpg,,,NRF,53808,,'8718042073990,,,,,
53810,MITSUBISHI Pajero 2.8D 91-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53810_1500x1000_WM_001_2.jpg,,,NRF,53810,,'8718042074492,,,,,
53811,FORD S-Max 2.0D 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53811_1500x1000_WM_001_2.jpg,,,NRF,53811,,'8718042080110,,,,,
53811A,FORD S-Max 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53811A_1500x1000_WM_001_1.jpg,,,NRF,53811A,,'8718042353900,,,,,
53812,FORD S-Max 2.0D 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53812_1500x1000_WM_001_1.jpg,,,NRF,53812,,'8718042086198,,,,,
53813,VW Golf 1.9D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53813_1500x1000_WM_001_1.jpg,,,NRF,53813,,'8718042080035,,,,,
53814,VW Golf 1.9D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53814_1500x1000_WM_001_1.jpg,,,NRF,53814,,'8718042084156,,,,,
53814A,VW Golf 1.9D 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53814A_1500x1000_WM_001_1.jpg,,,NRF,53814A,,'8718042158505,,,,,
53815,SUBARU Forester 2.0 98-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53815_1500x1000_WM_001_1.jpg,,,NRF,53815,,'8718042091161,,,,,
53816,VW Touran 1.9D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53816_1500x1000_WM_001_1.jpg,,,NRF,53816,,'8718042084163,,,,,
53816A,VW Touran 1.9D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53816A_1500x1000_WM_001_1.jpg,,,NRF,53816A,,'8718042318268,,,,,
53817,BMW 5 3.0 10-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53817_1500x1000_WM_001_2.jpg,,,NRF,53817,,'8718042075765,,,,,
53819,KIA Cerato 1.6 04-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53819_1500x1000_WM_001_1.jpg,,,NRF,53819,,'8718042075789,,,,,
53820,RENAULT Espace 2.0D 03-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53820_1500x1000_WM_001_1.jpg,,,NRF,53820,,'8718042075796,,,,,
53821,HYUNDAI i30 1.4 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53821_1500x1000_WM_001_1.jpg,,,NRF,53821,,'8718042075802,,,,,
53822,HYUNDAI Accent 1.4 06-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53822_1500x1000_WM_001_1.jpg,,,NRF,53822,,'8718042075819,,,,,
53823,SUBARU Impreza 2.0 01-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53823_1500x1000_WM_001_1.jpg,,,NRF,53823,,'8718042075000,,,,,
53824,OPEL Agila 1.2 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53824_1500x1000_WM_001_1.jpg,,,NRF,53824,,'8718042075826,,,,,
53824A,OPEL Agila 1.2 00-,,https://webshop.nrf.eu/media/catalog/product/placeholder/default/NRF-base.png,,,NRF,53824A,,'8718042318282,,,,,
53825,OPEL Agila 1.2 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53825_1500x1000_WM_001_1.jpg,,,NRF,53825,,'8718042075895,,,,,
53825A,OPEL Agila 1.2 00-,,https://webshop.nrf.eu/media/catalog/product/placeholder/default/NRF-base.png,,,NRF,53825A,,'8718042353160,,,,,
53828,KIA Rio 1.3 00-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53828_1500x1000_WM_001_1.jpg,,,NRF,53828,,'8718042077813,,,,,
53829,MERCEDES E-Series 3.2D 02-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53829_1500x1000_WM_001_1.jpg,,,NRF,53829,,'8718042077950,,,,,
53830,NISSAN Patrol 3.0D 98-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53830_1500x1000_WM_001_2.jpg,,,NRF,53830,,'8718042077820,,,,,
53831,KIA Sportage 2.0 95-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53831_1500x1000_WM_001_1.jpg,,,NRF,53831,,'8718042077837,,,,,
53833,MERCEDES Sprinter 2.2D 07-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53833_1500x1000_WM_001_1.jpg,,,NRF,53833,,'8718042078094,,,,,
53833A,MERCEDES Sprinter 2.2D 07-,,https://webshop.nrf.eu/media/catalog/product/placeholder/default/NRF-base.png,,,NRF,53833A,,'8718042353924,,,,,
53834,FIAT Doblo 1.4 10-,,https://webshop.nrf.eu/media/catalog/product/cache/64949c6b81793c7ac24e505dec69ccb5/5/3/53834_1500x1000_WM_001_1.jpg,,,NRF,53834,,'8718042078100,,,,,
53834A,FIAT Doblo 1.4 10-,,https://webshop.nrf.eu/media/catalog/product/placeholder/default/NRF-base.png,,,NRF,53834A,,'8718042353948,,,,,
